GPU,release_mode,seatbelts_on,model,steps,agent_count,env_width,comm_radius,sort_period,mean_agent_density,mean_mean_message_count,mean_s_rtc,mean_s_simulation,mean_s_init,mean_s_exit,mean_s_step_mean,env_volume,comm_radius_as_percentage_env_width
Tesla V100-SXM2-32GB,1,0,circles_spatial3D,200,64000,40.000000,8.000000,1,1.000000,8960.027344,0.000000,2.929219,0.000000,0.000000,0.014633,64000.000000,20.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D,200,64000,40.000000,8.000000,2,1.000000,8960.026367,0.000000,2.920407,0.000000,0.000000,0.014589,64000.000000,20.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D,200,64000,40.000000,8.000000,5,1.000000,8960.027344,0.000000,2.915366,0.000000,0.000000,0.014563,64000.000000,20.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D,200,64000,40.000000,8.000000,10,1.000000,8960.027018,0.000000,2.914769,0.000000,0.000000,0.014561,64000.000000,20.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D,200,64000,40.000000,8.000000,20,1.000000,8960.027344,0.000000,2.913449,0.000000,0.000000,0.014554,64000.000000,20.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D,200,64000,40.000000,8.000000,50,1.000000,8960.027344,0.000000,2.911392,0.000000,0.000000,0.014544,64000.000000,20.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D,200,64000,40.000000,8.000000,100,1.000000,8960.027344,0.000000,2.913050,0.000000,0.000000,0.014552,64000.000000,20.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D,200,64000,40.000000,8.000000,200,1.000000,8960.027018,0.000000,2.916223,0.000000,0.000000,0.014568,64000.000000,20.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,2.000000,0,1.000000,193.737696,0.018333,0.166141,0.000000,0.000000,0.000818,64000.000000,5.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,2.000000,1,1.000000,193.737711,0.017667,0.089631,0.000000,0.000000,0.000435,64000.000000,5.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,2.000000,2,1.000000,193.737696,0.017667,0.079368,0.000000,0.000000,0.000384,64000.000000,5.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,2.000000,5,1.000000,193.737691,0.017667,0.073656,0.000000,0.000000,0.000355,64000.000000,5.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,2.000000,10,1.000000,193.737691,0.018000,0.071722,0.000000,0.000000,0.000346,64000.000000,5.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,2.000000,20,1.000000,193.737686,0.017667,0.070974,0.000000,0.000000,0.000342,64000.000000,5.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,2.000000,50,1.000000,193.737701,0.018000,0.071440,0.000000,0.000000,0.000344,64000.000000,5.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,2.000000,100,1.000000,193.737686,0.017667,0.072556,0.000000,0.000000,0.000350,64000.000000,5.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,2.000000,200,1.000000,193.737681,0.017667,0.074268,0.000000,0.000000,0.000358,64000.000000,5.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,4.000000,0,1.000000,1396.787231,0.017333,0.915352,0.000000,0.000000,0.004564,64000.000000,10.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,4.000000,1,1.000000,1396.787231,0.017000,0.317740,0.000000,0.000000,0.001576,64000.000000,10.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,4.000000,2,1.000000,1396.787231,0.017000,0.311143,0.000000,0.000000,0.001543,64000.000000,10.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,4.000000,5,1.000000,1396.787191,0.017667,0.306869,0.000000,0.000000,0.001521,64000.000000,10.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,4.000000,10,1.000000,1396.787231,0.018000,0.305764,0.000000,0.000000,0.001516,64000.000000,10.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,4.000000,20,1.000000,1396.787191,0.018000,0.305896,0.000000,0.000000,0.001516,64000.000000,10.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,4.000000,50,1.000000,1396.787231,0.017333,0.307419,0.000000,0.000000,0.001524,64000.000000,10.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,4.000000,100,1.000000,1396.787231,0.017333,0.310029,0.000000,0.000000,0.001537,64000.000000,10.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,4.000000,200,1.000000,1396.787231,0.017333,0.313966,0.000000,0.000000,0.001557,64000.000000,10.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,6.000000,0,1.000000,3722.180257,0.017667,1.965348,0.000000,0.000000,0.009814,64000.000000,15.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,6.000000,1,1.000000,3722.180420,0.017333,0.834348,0.000000,0.000000,0.004159,64000.000000,15.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,6.000000,2,1.000000,3722.180338,0.018000,0.827683,0.000000,0.000000,0.004126,64000.000000,15.000000
