GPU,release_mode,seatbelts_on,model,steps,agent_count,env_width,comm_radius,repeat,agent_density,mean_message_count,s_rtc,s_simulation,s_init,s_exit,s_step_mean
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,10648,22.000,2.000,0,1.000,210.432,0.000,0.152,0.000,0.000,0.001
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,10648,22.000,2.000,1,1.000,204.579,0.000,0.147,0.000,0.000,0.001
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,10648,22.000,2.000,2,1.000,210.178,0.000,0.152,0.000,0.000,0.001
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,10648,22.000,2.000,0,1.000,210.432,0.007,0.091,0.000,0.000,0.000
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,10648,22.000,2.000,1,1.000,204.579,0.007,0.092,0.000,0.000,0.000
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,10648,22.000,2.000,2,1.000,210.178,0.007,0.090,0.000,0.000,0.000
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,21296,22.000,2.000,0,2.000,414.338,0.000,0.255,0.000,0.000,0.001
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,21296,22.000,2.000,1,2.000,414.247,0.000,0.261,0.000,0.000,0.001
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,21296,22.000,2.000,2,2.000,409.749,0.000,0.261,0.000,0.000,0.001
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,21296,22.000,2.000,0,2.000,414.338,0.007,0.152,0.000,0.000,0.001
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,21296,22.000,2.000,1,2.000,414.247,0.007,0.151,0.000,0.000,0.001
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,21296,22.000,2.000,2,2.000,409.749,0.007,0.154,0.000,0.000,0.001
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,31944,22.000,2.000,0,3.000,615.288,0.000,0.374,0.000,0.000,0.002
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,31944,22.000,2.000,1,3.000,617.783,0.000,0.366,0.000,0.000,0.002
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,31944,22.000,2.000,2,3.000,610.684,0.000,0.372,0.000,0.000,0.002
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,31944,22.000,2.000,0,3.000,615.288,0.007,0.213,0.000,0.000,0.001
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,31944,22.000,2.000,1,3.000,617.783,0.007,0.208,0.000,0.000,0.001
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,31944,22.000,2.000,2,3.000,610.684,0.007,0.216,0.000,0.000,0.001
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,42592,22.000,2.000,0,4.000,817.361,0.000,0.487,0.000,0.000,0.002
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,42592,22.000,2.000,1,4.000,827.121,0.000,0.477,0.000,0.000,0.002
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,42592,22.000,2.000,2,4.000,814.049,0.000,0.491,0.000,0.000,0.002
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,42592,22.000,2.000,0,4.000,817.361,0.007,0.272,0.000,0.000,0.001
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,42592,22.000,2.000,1,4.000,827.121,0.007,0.271,0.000,0.000,0.001
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,42592,22.000,2.000,2,4.000,814.049,0.007,0.272,0.000,0.000,0.001
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,19683,27.000,2.000,0,1.000,188.485,0.000,0.154,0.000,0.000,0.001
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,19683,27.000,2.000,1,1.000,191.363,0.000,0.147,0.000,0.000,0.001
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,19683,27.000,2.000,2,1.000,187.777,0.000,0.149,0.000,0.000,0.001
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,19683,27.000,2.000,0,1.000,188.485,0.007,0.089,0.000,0.000,0.000
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,19683,27.000,2.000,1,1.000,191.363,0.007,0.086,0.000,0.000,0.000
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,19683,27.000,2.000,2,1.000,187.777,0.007,0.089,0.000,0.000,0.000
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,39366,27.000,2.000,0,2.000,373.103,0.000,0.250,0.000,0.000,0.001
