GPU,release_mode,seatbelts_on,model,steps,agent_count,env_width,comm_radius,sort_period,mean_agent_density,mean_mean_message_count,mean_s_rtc,mean_s_simulation,mean_s_init,mean_s_exit,mean_s_step_mean,env_volume,comm_radius_as_percentage_env_width
NVIDIA A100-SXM4-80GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,6.000000,5,1.000000,3722.180338,0.010333,0.642537,0.000000,0.000000,0.003196,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,6.000000,10,1.000000,3722.180257,0.010000,0.641859,0.000000,0.000000,0.003192,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,6.000000,20,1.000000,3722.180338,0.010000,0.640860,0.000000,0.000000,0.003188,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,6.000000,50,1.000000,3722.180094,0.010000,0.647729,0.000000,0.000000,0.003222,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,6.000000,100,1.000000,3722.180257,0.010333,0.655543,0.000000,0.000000,0.003261,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,6.000000,200,1.000000,3722.180338,0.009333,0.658550,0.000000,0.000000,0.003274,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,0,1.000000,8960.027018,0.011000,2.906100,0.000000,0.000000,0.014512,64000.000000,20.000000
NVIDIA A100-SXM4-80GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,1,1.000000,8960.027344,0.010000,1.615827,0.000000,0.000000,0.008061,64000.000000,20.000000
NVIDIA A100-SXM4-80GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,2,1.000000,8960.026367,0.010667,1.612734,0.000000,0.000000,0.008045,64000.000000,20.000000
NVIDIA A100-SXM4-80GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,5,1.000000,8960.027344,0.010667,1.605927,0.000000,0.000000,0.008013,64000.000000,20.000000
NVIDIA A100-SXM4-80GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,10,1.000000,8960.026367,0.010000,1.605588,0.000000,0.000000,0.008011,64000.000000,20.000000
NVIDIA A100-SXM4-80GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,20,1.000000,8960.026367,0.011333,1.608307,0.000000,0.000000,0.008024,64000.000000,20.000000
NVIDIA A100-SXM4-80GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,50,1.000000,8960.027018,0.010333,1.617527,0.000000,0.000000,0.008070,64000.000000,20.000000
NVIDIA A100-SXM4-80GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,100,1.000000,8960.027018,0.010667,1.628857,0.000000,0.000000,0.008127,64000.000000,20.000000
NVIDIA A100-SXM4-80GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,200,1.000000,8960.027018,0.010333,1.641966,0.000000,0.000000,0.008192,64000.000000,20.000000
