GPU,release_mode,seatbelts_on,model,steps,agent_count,env_width,comm_radius,mean_agent_density,mean_mean_message_count,mean_s_rtc,mean_s_simulation,mean_s_init,mean_s_exit,mean_s_step_mean,env_volume,comm_radius_as_percentage_env_width,label,mean_s_simulation__speedup__V100_SXM2_CUDA_11.8
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,10648,22.000000,2.000000,1.000000,181.066294,0.000000,0.080192,0.000000,0.000000,0.000386,10648.000000,9.090909,A100 SXM4 CUDA 11.8,1.000898
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,19683,27.000000,2.000000,1.000000,168.547836,0.000000,0.078642,0.000000,0.000000,0.000378,19683.000000,7.407407,A100 SXM4 CUDA 11.8,0.990043
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,29791,31.000000,2.000000,1.000000,173.234202,0.000000,0.081966,0.000000,0.000000,0.000395,29791.000000,6.451613,A100 SXM4 CUDA 11.8,1.014506
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,39304,34.000000,2.000000,1.000000,190.968135,0.000000,0.088225,0.000000,0.000000,0.000426,39304.000000,5.882353,A100 SXM4 CUDA 11.8,1.007481
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,50653,37.000000,2.000000,1.000000,178.532257,0.000000,0.088194,0.000000,0.000000,0.000425,50653.000000,5.405405,A100 SXM4 CUDA 11.8,1.134850
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,59319,39.000000,2.000000,1.000000,180.321116,0.000000,0.087298,0.000000,0.000000,0.000421,59319.000000,5.128205,A100 SXM4 CUDA 11.8,1.220246
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,68921,41.000000,2.000000,1.000000,181.674148,0.000000,0.101650,0.000000,0.000000,0.000493,68921.000000,4.878049,A100 SXM4 CUDA 11.8,1.107270
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,79507,43.000000,2.000000,1.000000,182.616603,0.000000,0.106392,0.000000,0.000000,0.000517,79507.000000,4.651163,A100 SXM4 CUDA 11.8,1.073981
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,91125,45.000000,2.000000,1.000000,184.291763,0.000000,0.105649,0.000000,0.000000,0.000513,91125.000000,4.444444,A100 SXM4 CUDA 11.8,1.077133
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,97336,46.000000,2.000000,1.000000,196.207540,0.000000,0.109034,0.000000,0.000000,0.000530,97336.000000,4.347826,A100 SXM4 CUDA 11.8,1.447191
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,195112,58.000000,2.000000,1.000000,198.959503,0.000000,0.184316,0.000000,0.000000,0.000906,195112.000000,3.448276,A100 SXM4 CUDA 11.8,1.362508
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,300763,67.000000,2.000000,1.000000,192.584834,0.000000,0.232868,0.000000,0.000000,0.001148,300763.000000,2.985075,A100 SXM4 CUDA 11.8,1.389783
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,405224,74.000000,2.000000,1.000000,202.003098,0.000000,0.315520,0.000000,0.000000,0.001561,405224.000000,2.702703,A100 SXM4 CUDA 11.8,1.348193
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,493039,79.000000,2.000000,1.000000,195.315404,0.000000,0.355500,0.000000,0.000000,0.001761,493039.000000,2.531646,A100 SXM4 CUDA 11.8,1.421882
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,592704,84.000000,2.000000,1.000000,203.049301,0.000000,0.438008,0.000000,0.000000,0.002174,592704.000000,2.380952,A100 SXM4 CUDA 11.8,1.373886
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,704969,89.000000,2.000000,1.000000,197.129272,0.000000,0.509145,0.000000,0.000000,0.002530,704969.000000,2.247191,A100 SXM4 CUDA 11.8,1.373483
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,804357,93.000000,2.000000,1.000000,197.677042,0.000000,0.540429,0.000000,0.000000,0.002686,804357.000000,2.150538,A100 SXM4 CUDA 11.8,1.370983
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,912673,97.000000,2.000000,1.000000,198.333054,0.000000,0.620256,0.000000,0.000000,0.003085,912673.000000,2.061856,A100 SXM4 CUDA 11.8,1.354691
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,1000000,100.000000,2.000000,1.000000,204.504013,0.000000,0.685040,0.000000,0.000000,0.003409,1000000.000000,2.000000,A100 SXM4 CUDA 11.8,1.377432
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,10648,22.000000,2.000000,1.000000,181.066279,1.699667,0.066081,0.000000,0.000000,0.000314,10648.000000,9.090909,A100 SXM4 CUDA 11.8,0.910549
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,19683,27.000000,2.000000,1.000000,168.547826,0.009333,0.060893,0.000000,0.000000,0.000289,19683.000000,7.407407,A100 SXM4 CUDA 11.8,0.970358
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,29791,31.000000,2.000000,1.000000,173.234197,0.009333,0.063945,0.000000,0.000000,0.000305,29791.000000,6.451613,A100 SXM4 CUDA 11.8,0.998248
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,39304,34.000000,2.000000,1.000000,190.968145,0.009333,0.069242,0.000000,0.000000,0.000331,39304.000000,5.882353,A100 SXM4 CUDA 11.8,0.990454
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,50653,37.000000,2.000000,1.000000,178.532252,0.009333,0.069259,0.000000,0.000000,0.000331,50653.000000,5.405405,A100 SXM4 CUDA 11.8,1.174432
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,59319,39.000000,2.000000,1.000000,180.321116,0.009333,0.069263,0.000000,0.000000,0.000331,59319.000000,5.128205,A100 SXM4 CUDA 11.8,1.231466
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,68921,41.000000,2.000000,1.000000,181.674138,0.009333,0.083731,0.000000,0.000000,0.000403,68921.000000,4.878049,A100 SXM4 CUDA 11.8,1.080568
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,79507,43.000000,2.000000,1.000000,182.616592,0.009333,0.088456,0.000000,0.000000,0.000427,79507.000000,4.651163,A100 SXM4 CUDA 11.8,1.036572
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,91125,45.000000,2.000000,1.000000,184.291758,0.009333,0.087042,0.000000,0.000000,0.000420,91125.000000,4.444444,A100 SXM4 CUDA 11.8,1.055870
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,97336,46.000000,2.000000,1.000000,196.207550,0.009333,0.089662,0.000000,0.000000,0.000433,97336.000000,4.347826,A100 SXM4 CUDA 11.8,1.371506
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,195112,58.000000,2.000000,1.000000,198.959498,0.009333,0.148445,0.000000,0.000000,0.000726,195112.000000,3.448276,A100 SXM4 CUDA 11.8,1.327502
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,300763,67.000000,2.000000,1.000000,192.584839,0.009667,0.182977,0.000000,0.000000,0.000899,300763.000000,2.985075,A100 SXM4 CUDA 11.8,1.397389
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,405224,74.000000,2.000000,1.000000,202.003108,0.009667,0.250449,0.000000,0.000000,0.001237,405224.000000,2.702703,A100 SXM4 CUDA 11.8,1.342561
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,493039,79.000000,2.000000,1.000000,195.315424,0.009667,0.284970,0.000000,0.000000,0.001409,493039.000000,2.531646,A100 SXM4 CUDA 11.8,1.402162
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,592704,84.000000,2.000000,1.000000,203.049301,0.009667,0.349787,0.000000,0.000000,0.001733,592704.000000,2.380952,A100 SXM4 CUDA 11.8,1.368421
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,704969,89.000000,2.000000,1.000000,197.129272,0.011000,0.408262,0.000000,0.000000,0.002025,704969.000000,2.247191,A100 SXM4 CUDA 11.8,1.367717
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,804357,93.000000,2.000000,1.000000,197.677037,0.011333,0.427980,0.000000,0.000000,0.002124,804357.000000,2.150538,A100 SXM4 CUDA 11.8,1.367034
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,912673,97.000000,2.000000,1.000000,198.333059,0.011333,0.492065,0.000000,0.000000,0.002444,912673.000000,2.061856,A100 SXM4 CUDA 11.8,1.346972
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,1000000,100.000000,2.000000,1.000000,204.504018,0.012333,0.543609,0.000000,0.000000,0.002701,1000000.000000,2.000000,A100 SXM4 CUDA 11.8,1.373509
NVIDIA H100 PCIe,1,1,circles_bruteforce,200,10648,22.000000,2.000000,1.000000,10648.000000,0.000000,1.099018,0.000000,0.000000,0.005479,10648.000000,9.090909,H100 PCIe CUDA 11.8,1.162533
NVIDIA H100 PCIe,1,1,circles_bruteforce,200,19683,27.000000,2.000000,1.000000,19683.000000,0.000000,1.977487,0.000000,0.000000,0.009871,19683.000000,7.407407,H100 PCIe CUDA 11.8,1.138817
NVIDIA H100 PCIe,1,1,circles_bruteforce,200,29791,31.000000,2.000000,1.000000,29791.000000,0.000000,2.982700,0.000000,0.000000,0.014897,29791.000000,6.451613,H100 PCIe CUDA 11.8,1.130923
NVIDIA H100 PCIe,1,1,circles_bruteforce,200,39304,34.000000,2.000000,1.000000,39304.000000,0.000000,3.908139,0.000000,0.000000,0.019524,39304.000000,5.882353,H100 PCIe CUDA 11.8,1.133058
NVIDIA H100 PCIe,1,1,circles_bruteforce,200,50653,37.000000,2.000000,1.000000,50653.000000,0.000000,5.019330,0.000000,0.000000,0.025080,50653.000000,5.405405,H100 PCIe CUDA 11.8,1.132839
NVIDIA H100 PCIe,1,1,circles_bruteforce,200,59319,39.000000,2.000000,1.000000,59319.000000,0.000000,5.896035,0.000000,0.000000,0.029463,59319.000000,5.128205,H100 PCIe CUDA 11.8,1.124350
NVIDIA H100 PCIe,1,1,circles_bruteforce,200,68921,41.000000,2.000000,1.000000,68921.000000,0.000000,6.846893,0.000000,0.000000,0.034218,68921.000000,4.878049,H100 PCIe CUDA 11.8,1.661749
NVIDIA H100 PCIe,1,1,circles_bruteforce,200,79507,43.000000,2.000000,1.000000,79507.000000,0.000000,7.900092,0.000000,0.000000,0.039484,79507.000000,4.651163,H100 PCIe CUDA 11.8,1.649777
NVIDIA H100 PCIe,1,1,circles_bruteforce,200,91125,45.000000,2.000000,1.000000,91125.000000,0.000000,13.282897,0.000000,0.000000,0.066397,91125.000000,4.444444,H100 PCIe CUDA 11.8,1.122727
NVIDIA H100 PCIe,1,1,circles_bruteforce,200,97336,46.000000,2.000000,1.000000,97336.000000,0.000000,14.230616,0.000000,0.000000,0.071136,97336.000000,4.347826,H100 PCIe CUDA 11.8,1.124222
NVIDIA H100 PCIe,1,1,circles_bruteforce,200,195112,58.000000,2.000000,1.000000,195112.000000,0.000000,43.558641,0.000000,0.000000,0.217774,195112.000000,3.448276,H100 PCIe CUDA 11.8,1.455332
NVIDIA H100 PCIe,1,1,circles_bruteforce,200,300763,67.000000,2.000000,1.000000,300763.000000,0.000000,90.493032,0.000000,0.000000,0.452445,300763.000000,2.985075,H100 PCIe CUDA 11.8,1.616462
NVIDIA H100 PCIe,1,1,circles_bruteforce,200,405224,74.000000,2.000000,1.000000,405224.000000,0.000000,159.687398,0.000000,0.000000,0.798416,405224.000000,2.702703,H100 PCIe CUDA 11.8,1.645062
NVIDIA H100 PCIe,1,1,circles_bruteforce,200,493039,79.000000,2.000000,1.000000,493039.000000,0.000000,233.249481,0.000000,0.000000,1.166224,493039.000000,2.531646,H100 PCIe CUDA 11.8,1.709259
NVIDIA H100 PCIe,1,1,circles_bruteforce,200,592704,84.000000,2.000000,1.000000,592704.000000,0.000000,331.653076,0.000000,0.000000,1.658240,592704.000000,2.380952,H100 PCIe CUDA 11.8,1.446890
NVIDIA H100 PCIe,1,1,circles_bruteforce,200,704969,89.000000,2.000000,1.000000,704969.000000,0.000000,488.764201,0.000000,0.000000,2.443792,704969.000000,2.247191,H100 PCIe CUDA 11.8,1.401535
NVIDIA H100 PCIe,1,1,circles_bruteforce,200,804357,93.000000,2.000000,1.000000,804357.000000,0.000000,624.943054,0.000000,0.000000,3.124685,804357.000000,2.150538,H100 PCIe CUDA 11.8,1.458381
NVIDIA H100 PCIe,1,1,circles_bruteforce,200,912673,97.000000,2.000000,1.000000,912673.000000,0.000000,789.655578,0.000000,0.000000,3.948248,912673.000000,2.061856,H100 PCIe CUDA 11.8,1.496643
NVIDIA H100 PCIe,1,1,circles_bruteforce,200,1000000,100.000000,2.000000,1.000000,1000000.000000,0.000000,944.220662,0.000000,0.000000,4.721072,1000000.000000,2.000000,H100 PCIe CUDA 11.8,1.542771
NVIDIA H100 PCIe,1,1,circles_bruteforce_rtc,200,10648,22.000000,2.000000,1.000000,10648.000000,1.752000,0.550749,0.000000,0.000000,0.002737,10648.000000,9.090909,H100 PCIe CUDA 11.8,1.053062
NVIDIA H100 PCIe,1,1,circles_bruteforce_rtc,200,19683,27.000000,2.000000,1.000000,19683.000000,0.009667,0.979593,0.000000,0.000000,0.004882,19683.000000,7.407407,H100 PCIe CUDA 11.8,0.988619
NVIDIA H100 PCIe,1,1,circles_bruteforce_rtc,200,29791,31.000000,2.000000,1.000000,29791.000000,0.009667,1.475426,0.000000,0.000000,0.007361,29791.000000,6.451613,H100 PCIe CUDA 11.8,0.967062
NVIDIA H100 PCIe,1,1,circles_bruteforce_rtc,200,39304,34.000000,2.000000,1.000000,39304.000000,0.009333,1.933572,0.000000,0.000000,0.009652,39304.000000,5.882353,H100 PCIe CUDA 11.8,0.967488
NVIDIA H100 PCIe,1,1,circles_bruteforce_rtc,200,50653,37.000000,2.000000,1.000000,50653.000000,0.009667,2.492498,0.000000,0.000000,0.012446,50653.000000,5.405405,H100 PCIe CUDA 11.8,0.963011
NVIDIA H100 PCIe,1,1,circles_bruteforce_rtc,200,59319,39.000000,2.000000,1.000000,59319.000000,0.009667,2.918711,0.000000,0.000000,0.014576,59319.000000,5.128205,H100 PCIe CUDA 11.8,0.960037
NVIDIA H100 PCIe,1,1,circles_bruteforce_rtc,200,68921,41.000000,2.000000,1.000000,68921.000000,0.010000,3.388530,0.000000,0.000000,0.016926,68921.000000,4.878049,H100 PCIe CUDA 11.8,1.527763
NVIDIA H100 PCIe,1,1,circles_bruteforce_rtc,200,79507,43.000000,2.000000,1.000000,79507.000000,0.009667,3.906719,0.000000,0.000000,0.019517,79507.000000,4.651163,H100 PCIe CUDA 11.8,1.513153
NVIDIA H100 PCIe,1,1,circles_bruteforce_rtc,200,91125,45.000000,2.000000,1.000000,91125.000000,0.010667,6.786386,0.000000,0.000000,0.033915,91125.000000,4.444444,H100 PCIe CUDA 11.8,0.998061
NVIDIA H100 PCIe,1,1,circles_bruteforce_rtc,200,97336,46.000000,2.000000,1.000000,97336.000000,0.010667,7.275087,0.000000,0.000000,0.036358,97336.000000,4.347826,H100 PCIe CUDA 11.8,0.993418
NVIDIA H100 PCIe,1,1,circles_bruteforce_rtc,200,195112,58.000000,2.000000,1.000000,195112.000000,0.009667,22.201263,0.000000,0.000000,0.110989,195112.000000,3.448276,H100 PCIe CUDA 11.8,1.310554
NVIDIA H100 PCIe,1,1,circles_bruteforce_rtc,200,300763,67.000000,2.000000,1.000000,300763.000000,0.009667,47.509915,0.000000,0.000000,0.237530,300763.000000,2.985075,H100 PCIe CUDA 11.8,1.415258
NVIDIA H100 PCIe,1,1,circles_bruteforce_rtc,200,405224,74.000000,2.000000,1.000000,405224.000000,0.013000,82.029411,0.000000,0.000000,0.410128,405224.000000,2.702703,H100 PCIe CUDA 11.8,1.468696
NVIDIA H100 PCIe,1,1,circles_bruteforce_rtc,200,493039,79.000000,2.000000,1.000000,493039.000000,0.012000,119.566498,0.000000,0.000000,0.597812,493039.000000,2.531646,H100 PCIe CUDA 11.8,1.436567
NVIDIA H100 PCIe,1,1,circles_bruteforce_rtc,200,592704,84.000000,2.000000,1.000000,592704.000000,0.012667,168.990997,0.000000,0.000000,0.844934,592704.000000,2.380952,H100 PCIe CUDA 11.8,1.305675
NVIDIA H100 PCIe,1,1,circles_bruteforce_rtc,200,704969,89.000000,2.000000,1.000000,704969.000000,0.013000,248.696787,0.000000,0.000000,1.243460,704969.000000,2.247191,H100 PCIe CUDA 11.8,1.266662
NVIDIA H100 PCIe,1,1,circles_bruteforce_rtc,200,804357,93.000000,2.000000,1.000000,804357.000000,0.015000,318.872752,0.000000,0.000000,1.594339,804357.000000,2.150538,H100 PCIe CUDA 11.8,1.315087
NVIDIA H100 PCIe,1,1,circles_bruteforce_rtc,200,912673,97.000000,2.000000,1.000000,912673.000000,0.015000,402.552521,0.000000,0.000000,2.012736,912673.000000,2.061856,H100 PCIe CUDA 11.8,1.349760
NVIDIA H100 PCIe,1,1,circles_bruteforce_rtc,200,1000000,100.000000,2.000000,1.000000,1000000.000000,0.015667,481.789286,0.000000,0.000000,2.408918,1000000.000000,2.000000,H100 PCIe CUDA 11.8,1.388045
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,10648,22.000000,2.000000,1.000000,181.066284,0.000000,0.069864,0.000000,0.000000,0.000333,10648.000000,9.090909,H100 PCIe CUDA 11.8,1.148861
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,19683,27.000000,2.000000,1.000000,168.547846,0.000000,0.067969,0.000000,0.000000,0.000324,19683.000000,7.407407,H100 PCIe CUDA 11.8,1.145508
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,29791,31.000000,2.000000,1.000000,173.234197,0.000000,0.070229,0.000000,0.000000,0.000335,29791.000000,6.451613,H100 PCIe CUDA 11.8,1.184055
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,39304,34.000000,2.000000,1.000000,190.968145,0.000000,0.075411,0.000000,0.000000,0.000361,39304.000000,5.882353,H100 PCIe CUDA 11.8,1.178674
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,50653,37.000000,2.000000,1.000000,178.532267,0.000000,0.075461,0.000000,0.000000,0.000361,50653.000000,5.405405,H100 PCIe CUDA 11.8,1.326341
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,59319,39.000000,2.000000,1.000000,180.321121,0.000000,0.075439,0.000000,0.000000,0.000361,59319.000000,5.128205,H100 PCIe CUDA 11.8,1.412068
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,68921,41.000000,2.000000,1.000000,181.674149,0.000000,0.081007,0.000000,0.000000,0.000389,68921.000000,4.878049,H100 PCIe CUDA 11.8,1.389435
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,79507,43.000000,2.000000,1.000000,182.616582,0.000000,0.088752,0.000000,0.000000,0.000428,79507.000000,4.651163,H100 PCIe CUDA 11.8,1.287441
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,91125,45.000000,2.000000,1.000000,184.291763,0.000000,0.088279,0.000000,0.000000,0.000425,91125.000000,4.444444,H100 PCIe CUDA 11.8,1.289072
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,97336,46.000000,2.000000,1.000000,196.207519,0.000000,0.091799,0.000000,0.000000,0.000443,97336.000000,4.347826,H100 PCIe CUDA 11.8,1.718897
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,195112,58.000000,2.000000,1.000000,198.959493,0.000000,0.142248,0.000000,0.000000,0.000694,195112.000000,3.448276,H100 PCIe CUDA 11.8,1.765452
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,300763,67.000000,2.000000,1.000000,192.584839,0.000000,0.189648,0.000000,0.000000,0.000931,300763.000000,2.985075,H100 PCIe CUDA 11.8,1.706509
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,405224,74.000000,2.000000,1.000000,202.003113,0.000000,0.253869,0.000000,0.000000,0.001252,405224.000000,2.702703,H100 PCIe CUDA 11.8,1.675596
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,493039,79.000000,2.000000,1.000000,195.315430,0.000000,0.291278,0.000000,0.000000,0.001439,493039.000000,2.531646,H100 PCIe CUDA 11.8,1.735383
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,592704,84.000000,2.000000,1.000000,203.049306,0.000000,0.358133,0.000000,0.000000,0.001774,592704.000000,2.380952,H100 PCIe CUDA 11.8,1.680306
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,704969,89.000000,2.000000,1.000000,197.129277,0.000000,0.396300,0.000000,0.000000,0.001964,704969.000000,2.247191,H100 PCIe CUDA 11.8,1.764577
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,804357,93.000000,2.000000,1.000000,197.677037,0.000000,0.433822,0.000000,0.000000,0.002152,804357.000000,2.150538,H100 PCIe CUDA 11.8,1.707887
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,912673,97.000000,2.000000,1.000000,198.333059,0.000000,0.490419,0.000000,0.000000,0.002434,912673.000000,2.061856,H100 PCIe CUDA 11.8,1.713341
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,1000000,100.000000,2.000000,1.000000,204.504018,0.000000,0.550584,0.000000,0.000000,0.002736,1000000.000000,2.000000,H100 PCIe CUDA 11.8,1.713809
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,10648,22.000000,2.000000,1.000000,181.066284,1.718000,0.055098,0.000000,0.000000,0.000259,10648.000000,9.090909,H100 PCIe CUDA 11.8,1.092054
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,19683,27.000000,2.000000,1.000000,168.547821,0.009333,0.053785,0.000000,0.000000,0.000253,19683.000000,7.407407,H100 PCIe CUDA 11.8,1.098596
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,29791,31.000000,2.000000,1.000000,173.234182,0.009333,0.055421,0.000000,0.000000,0.000261,29791.000000,6.451613,H100 PCIe CUDA 11.8,1.151784
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,39304,34.000000,2.000000,1.000000,190.968140,0.009333,0.060011,0.000000,0.000000,0.000284,39304.000000,5.882353,H100 PCIe CUDA 11.8,1.142807
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,50653,37.000000,2.000000,1.000000,178.532257,0.009333,0.060648,0.000000,0.000000,0.000287,50653.000000,5.405405,H100 PCIe CUDA 11.8,1.341182
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,59319,39.000000,2.000000,1.000000,180.321111,0.009333,0.060399,0.000000,0.000000,0.000286,59319.000000,5.128205,H100 PCIe CUDA 11.8,1.412192
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,68921,41.000000,2.000000,1.000000,181.674138,0.009333,0.066638,0.000000,0.000000,0.000316,68921.000000,4.878049,H100 PCIe CUDA 11.8,1.357739
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,79507,43.000000,2.000000,1.000000,182.616608,0.009333,0.073836,0.000000,0.000000,0.000353,79507.000000,4.651163,H100 PCIe CUDA 11.8,1.241820
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,91125,45.000000,2.000000,1.000000,184.291763,0.009667,0.072318,0.000000,0.000000,0.000345,91125.000000,4.444444,H100 PCIe CUDA 11.8,1.270845
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,97336,46.000000,2.000000,1.000000,196.207545,0.009667,0.075127,0.000000,0.000000,0.000359,97336.000000,4.347826,H100 PCIe CUDA 11.8,1.636855
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,195112,58.000000,2.000000,1.000000,198.959503,0.009333,0.111504,0.000000,0.000000,0.000539,195112.000000,3.448276,H100 PCIe CUDA 11.8,1.767300
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,300763,67.000000,2.000000,1.000000,192.584844,0.009333,0.148288,0.000000,0.000000,0.000724,300763.000000,2.985075,H100 PCIe CUDA 11.8,1.724280
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,405224,74.000000,2.000000,1.000000,202.003113,0.010000,0.198385,0.000000,0.000000,0.000975,405224.000000,2.702703,H100 PCIe CUDA 11.8,1.694901
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,493039,79.000000,2.000000,1.000000,195.315425,0.010667,0.228229,0.000000,0.000000,0.001124,493039.000000,2.531646,H100 PCIe CUDA 11.8,1.750759
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,592704,84.000000,2.000000,1.000000,203.049296,0.009667,0.273669,0.000000,0.000000,0.001351,592704.000000,2.380952,H100 PCIe CUDA 11.8,1.749033
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,704969,89.000000,2.000000,1.000000,197.129283,0.010333,0.317415,0.000000,0.000000,0.001570,704969.000000,2.247191,H100 PCIe CUDA 11.8,1.759170
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,804357,93.000000,2.000000,1.000000,197.677037,0.010333,0.339620,0.000000,0.000000,0.001680,804357.000000,2.150538,H100 PCIe CUDA 11.8,1.722699
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,912673,97.000000,2.000000,1.000000,198.333059,0.010000,0.380018,0.000000,0.000000,0.001883,912673.000000,2.061856,H100 PCIe CUDA 11.8,1.744123
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,1000000,100.000000,2.000000,1.000000,204.504003,0.012333,0.427738,0.000000,0.000000,0.002122,1000000.000000,2.000000,H100 PCIe CUDA 11.8,1.745583
