GPU,release_mode,seatbelts_on,model,steps,agent_count,env_width,comm_radius,step,mean_agent_density,mean_s_step,env_volume,comm_radius_as_percentage_env_width
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,0,1.000000,0.000805,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,1,1.000000,0.000410,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,2,1.000000,0.000408,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,3,1.000000,0.000403,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,4,1.000000,0.000411,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,5,1.000000,0.000412,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,6,1.000000,0.000411,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,7,1.000000,0.000403,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,8,1.000000,0.000411,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,9,1.000000,0.000404,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,10,1.000000,0.000427,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,11,1.000000,0.000412,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,12,1.000000,0.000412,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,13,1.000000,0.000405,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,14,1.000000,0.000415,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,15,1.000000,0.000413,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,16,1.000000,0.000415,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,17,1.000000,0.000406,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,18,1.000000,0.000414,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,19,1.000000,0.000407,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,20,1.000000,0.000434,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,21,1.000000,0.000404,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,22,1.000000,0.000411,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,23,1.000000,0.000404,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,24,1.000000,0.000412,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,25,1.000000,0.000413,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,26,1.000000,0.000413,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,27,1.000000,0.000405,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,28,1.000000,0.000414,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,29,1.000000,0.000406,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,30,1.000000,0.000430,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,31,1.000000,0.000408,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,32,1.000000,0.000415,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,33,1.000000,0.000409,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,34,1.000000,0.000416,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,35,1.000000,0.000418,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,36,1.000000,0.000417,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,37,1.000000,0.000410,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,38,1.000000,0.000417,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,39,1.000000,0.000410,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,40,1.000000,0.000438,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,41,1.000000,0.000408,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,42,1.000000,0.000415,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,43,1.000000,0.000408,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,44,1.000000,0.000417,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,45,1.000000,0.000418,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,46,1.000000,0.000418,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,47,1.000000,0.000411,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,48,1.000000,0.000418,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,49,1.000000,0.000411,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,50,1.000000,0.000441,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,51,1.000000,0.000410,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,52,1.000000,0.000419,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,53,1.000000,0.000411,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,54,1.000000,0.000419,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,55,1.000000,0.000419,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,56,1.000000,0.000419,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,57,1.000000,0.000412,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,58,1.000000,0.000422,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,59,1.000000,0.000415,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,60,1.000000,0.000444,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,61,1.000000,0.000414,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,62,1.000000,0.000421,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,63,1.000000,0.000414,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,64,1.000000,0.000423,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,65,1.000000,0.000423,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,66,1.000000,0.000423,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,67,1.000000,0.000416,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,68,1.000000,0.000423,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,69,1.000000,0.000416,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,70,1.000000,0.000439,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,71,1.000000,0.000417,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,72,1.000000,0.000426,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,73,1.000000,0.000418,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,74,1.000000,0.000426,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,75,1.000000,0.000426,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,76,1.000000,0.000426,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,77,1.000000,0.000419,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,78,1.000000,0.000427,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,79,1.000000,0.000420,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,80,1.000000,0.000450,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,81,1.000000,0.000420,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,82,1.000000,0.000427,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,83,1.000000,0.000420,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,84,1.000000,0.000429,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,85,1.000000,0.000430,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,86,1.000000,0.000430,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,87,1.000000,0.000424,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,88,1.000000,0.000431,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,89,1.000000,0.000425,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,90,1.000000,0.000448,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,91,1.000000,0.000425,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,92,1.000000,0.000433,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,93,1.000000,0.000426,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,94,1.000000,0.000434,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,95,1.000000,0.000435,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,96,1.000000,0.000435,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,97,1.000000,0.000428,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,98,1.000000,0.000436,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,99,1.000000,0.000429,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,100,1.000000,0.000469,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,101,1.000000,0.000422,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,102,1.000000,0.000430,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,103,1.000000,0.000423,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,104,1.000000,0.000432,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,105,1.000000,0.000435,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,106,1.000000,0.000435,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,107,1.000000,0.000428,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,108,1.000000,0.000437,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,109,1.000000,0.000429,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,110,1.000000,0.000452,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,111,1.000000,0.000430,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,112,1.000000,0.000438,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,113,1.000000,0.000431,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,114,1.000000,0.000440,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,115,1.000000,0.000440,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,116,1.000000,0.000441,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,117,1.000000,0.000434,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,118,1.000000,0.000442,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,119,1.000000,0.000435,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,120,1.000000,0.000465,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,121,1.000000,0.000434,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,122,1.000000,0.000443,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,123,1.000000,0.000435,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,124,1.000000,0.000443,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,125,1.000000,0.000443,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,126,1.000000,0.000443,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,127,1.000000,0.000436,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,128,1.000000,0.000444,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,129,1.000000,0.000437,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,130,1.000000,0.000460,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,131,1.000000,0.000439,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,132,1.000000,0.000447,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,133,1.000000,0.000440,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,134,1.000000,0.000449,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,135,1.000000,0.000449,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,136,1.000000,0.000449,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,137,1.000000,0.000442,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,138,1.000000,0.000451,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,139,1.000000,0.000444,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,140,1.000000,0.000472,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,141,1.000000,0.000442,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,142,1.000000,0.000450,64000.000000,5.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D,200,64000,40.000000,2.000000,143,1.000000,0.000443,64000.000000,5.000000
