GPU,release_mode,seatbelts_on,model,steps,agent_count,env_width,comm_radius,sort_period,mean_agent_density,mean_mean_message_count,mean_s_rtc,mean_s_simulation,mean_s_init,mean_s_exit,mean_s_step_mean,env_volume,comm_radius_as_percentage_env_width
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,64000,40.000000,4.000000,100,1.000000,1396.787231,0.009000,0.263508,0.000000,0.000000,0.001303,64000.000000,10.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,64000,40.000000,4.000000,200,1.000000,1396.787231,0.009000,0.268233,0.000000,0.000000,0.001326,64000.000000,10.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,64000,40.000000,6.000000,0,1.000000,3722.180176,0.009000,1.317887,0.000000,0.000000,0.006574,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,64000,40.000000,6.000000,1,1.000000,3722.180338,0.009000,0.649246,0.000000,0.000000,0.003231,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,64000,40.000000,6.000000,2,1.000000,3722.180338,0.009333,0.644063,0.000000,0.000000,0.003205,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,64000,40.000000,6.000000,5,1.000000,3722.180501,0.009000,0.641363,0.000000,0.000000,0.003191,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,64000,40.000000,6.000000,10,1.000000,3722.180339,0.009333,0.640552,0.000000,0.000000,0.003188,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,64000,40.000000,6.000000,20,1.000000,3722.180257,0.009333,0.639897,0.000000,0.000000,0.003184,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,64000,40.000000,6.000000,50,1.000000,3722.180257,0.009333,0.645931,0.000000,0.000000,0.003214,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,64000,40.000000,6.000000,100,1.000000,3722.180338,0.009333,0.654577,0.000000,0.000000,0.003257,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,64000,40.000000,6.000000,200,1.000000,3722.180338,0.009333,0.656790,0.000000,0.000000,0.003268,64000.000000,15.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,64000,40.000000,8.000000,0,1.000000,8960.027344,0.009667,2.903932,0.000000,0.000000,0.014504,64000.000000,20.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,64000,40.000000,8.000000,1,1.000000,8960.027018,0.009333,1.613009,0.000000,0.000000,0.008049,64000.000000,20.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,64000,40.000000,8.000000,2,1.000000,8960.027344,0.009333,1.608578,0.000000,0.000000,0.008027,64000.000000,20.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,64000,40.000000,8.000000,5,1.000000,8960.027344,0.009667,1.603850,0.000000,0.000000,0.008003,64000.000000,20.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,64000,40.000000,8.000000,10,1.000000,8960.027018,0.009333,1.603623,0.000000,0.000000,0.008002,64000.000000,20.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,64000,40.000000,8.000000,20,1.000000,8960.027018,0.009333,1.605983,0.000000,0.000000,0.008014,64000.000000,20.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,64000,40.000000,8.000000,50,1.000000,8960.027018,0.009667,1.614938,0.000000,0.000000,0.008059,64000.000000,20.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,64000,40.000000,8.000000,100,1.000000,8960.027344,0.009333,1.626551,0.000000,0.000000,0.008117,64000.000000,20.000000
NVIDIA A100-SXM4-80GB,1,1,circles_spatial3D_rtc,200,64000,40.000000,8.000000,200,1.000000,8960.026692,0.009333,1.638968,0.000000,0.000000,0.008179,64000.000000,20.000000
