GPU,release_mode,seatbelts_on,model,steps,agent_count,env_width,comm_radius,step,mean_agent_density,mean_ms_step,env_volume
TITAN V,1,0,circles_bruteforce,100,19683,27.000,2.000,94,1.000,17.079,19683.000
TITAN V,1,0,circles_bruteforce,100,19683,27.000,2.000,95,1.000,17.094,19683.000
TITAN V,1,0,circles_bruteforce,100,19683,27.000,2.000,96,1.000,17.110,19683.000
TITAN V,1,0,circles_bruteforce,100,19683,27.000,2.000,97,1.000,17.122,19683.000
TITAN V,1,0,circles_bruteforce,100,19683,27.000,2.000,98,1.000,17.140,19683.000
TITAN V,1,0,circles_bruteforce,100,19683,27.000,2.000,99,1.000,17.153,19683.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,0,1.000,23.887,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,1,1.000,23.294,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,2,1.000,23.296,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,3,1.000,23.299,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,4,1.000,23.301,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,5,1.000,23.307,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,6,1.000,23.309,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,7,1.000,23.315,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,8,1.000,23.319,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,9,1.000,23.323,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,10,1.000,23.324,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,11,1.000,23.335,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,12,1.000,23.335,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,13,1.000,23.344,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,14,1.000,23.350,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,15,1.000,23.359,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,16,1.000,23.359,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,17,1.000,23.371,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,18,1.000,23.376,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,19,1.000,23.382,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,20,1.000,23.386,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,21,1.000,23.390,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,22,1.000,23.395,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,23,1.000,23.406,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,24,1.000,23.413,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,25,1.000,23.419,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,26,1.000,23.431,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,27,1.000,23.434,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,28,1.000,23.438,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,29,1.000,23.448,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,30,1.000,23.456,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,31,1.000,23.472,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,32,1.000,23.480,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,33,1.000,23.477,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,34,1.000,23.483,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,35,1.000,23.488,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,36,1.000,23.501,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,37,1.000,23.509,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,38,1.000,23.516,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,39,1.000,23.521,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,40,1.000,23.531,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,41,1.000,23.534,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,42,1.000,23.547,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,43,1.000,23.554,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,44,1.000,23.552,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,45,1.000,23.564,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,46,1.000,23.572,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,47,1.000,23.580,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,48,1.000,23.587,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,49,1.000,23.596,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,50,1.000,23.607,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,51,1.000,23.619,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,52,1.000,23.626,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,53,1.000,23.635,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,54,1.000,23.644,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,55,1.000,23.651,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,56,1.000,23.658,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,57,1.000,23.667,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,58,1.000,23.681,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,59,1.000,23.684,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,60,1.000,23.699,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,61,1.000,23.707,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,62,1.000,23.714,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,63,1.000,23.728,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,64,1.000,23.738,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,65,1.000,23.753,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,66,1.000,23.764,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,67,1.000,23.776,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,68,1.000,23.786,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,69,1.000,23.798,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,70,1.000,23.809,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,71,1.000,23.820,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,72,1.000,23.834,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,73,1.000,23.849,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,74,1.000,23.857,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,75,1.000,23.871,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,76,1.000,23.881,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,77,1.000,23.898,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,78,1.000,23.914,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,79,1.000,23.928,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,80,1.000,23.936,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,81,1.000,23.951,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,82,1.000,23.962,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,83,1.000,23.977,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,84,1.000,23.987,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,85,1.000,23.999,29791.000
TITAN V,1,0,circles_bruteforce,100,29791,31.000,2.000,86,1.000,24.014,29791.000
