GPU,release_mode,seatbelts_on,model,steps,agent_count,env_width,comm_radius,repeat,agent_density,mean_message_count,ms_rtc,ms_simulation,ms_init,ms_exit,ms_step_mean
TITAN V,1,0,circles_spatial3D_rtc,100,273375,45.000,2.000,1,3.000,567.644,8.160,1152.622,0.002,0.046,11.518
TITAN V,1,0,circles_spatial3D_rtc,100,273375,45.000,2.000,2,3.000,568.779,7.985,1154.797,0.002,0.045,11.540
TITAN V,1,0,circles_spatial3D,100,364500,45.000,2.000,0,4.000,757.220,0.003,4308.739,0.002,0.053,43.079
TITAN V,1,0,circles_spatial3D,100,364500,45.000,2.000,1,4.000,757.232,0.003,4371.518,0.002,0.049,43.707
TITAN V,1,0,circles_spatial3D,100,364500,45.000,2.000,2,4.000,758.093,0.003,4291.626,0.002,0.048,42.908
TITAN V,1,0,circles_spatial3D_rtc,100,364500,45.000,2.000,0,4.000,757.220,7.910,2621.688,0.002,0.045,26.209
TITAN V,1,0,circles_spatial3D_rtc,100,364500,45.000,2.000,1,4.000,757.232,8.052,2694.887,0.002,0.048,26.941
TITAN V,1,0,circles_spatial3D_rtc,100,364500,45.000,2.000,2,4.000,758.093,8.004,2646.272,0.002,0.045,26.454
TITAN V,1,0,circles_spatial3D,100,97336,46.000,2.000,0,1.000,202.325,0.002,307.683,0.002,0.033,3.069
TITAN V,1,0,circles_spatial3D,100,97336,46.000,2.000,1,1.000,202.264,0.003,305.825,0.002,0.041,3.050
TITAN V,1,0,circles_spatial3D,100,97336,46.000,2.000,2,1.000,202.548,0.003,308.410,0.002,0.033,3.076
TITAN V,1,0,circles_spatial3D_rtc,100,97336,46.000,2.000,0,1.000,202.325,7.711,219.206,0.002,0.031,2.184
TITAN V,1,0,circles_spatial3D_rtc,100,97336,46.000,2.000,1,1.000,202.264,7.697,224.351,0.002,0.031,2.235
TITAN V,1,0,circles_spatial3D_rtc,100,97336,46.000,2.000,2,1.000,202.548,7.718,229.984,0.002,0.031,2.292
TITAN V,1,0,circles_spatial3D,100,194672,46.000,2.000,0,2.000,403.131,0.002,940.068,0.002,0.034,9.393
TITAN V,1,0,circles_spatial3D,100,194672,46.000,2.000,1,2.000,403.207,0.003,934.501,0.002,0.044,9.337
TITAN V,1,0,circles_spatial3D,100,194672,46.000,2.000,2,2.000,404.060,0.003,943.429,0.002,0.036,9.426
TITAN V,1,0,circles_spatial3D_rtc,100,194672,46.000,2.000,0,2.000,403.131,7.878,677.623,0.002,0.033,6.768
TITAN V,1,0,circles_spatial3D_rtc,100,194672,46.000,2.000,1,2.000,403.207,7.941,679.509,0.002,0.033,6.787
TITAN V,1,0,circles_spatial3D_rtc,100,194672,46.000,2.000,2,2.000,404.060,7.870,676.741,0.002,0.033,6.759
TITAN V,1,0,circles_spatial3D,100,292008,46.000,2.000,0,3.000,605.075,0.003,2089.838,0.002,0.041,20.890
TITAN V,1,0,circles_spatial3D,100,292008,46.000,2.000,1,3.000,604.652,0.003,2106.175,0.002,0.077,21.053
TITAN V,1,0,circles_spatial3D,100,292008,46.000,2.000,2,3.000,605.790,0.003,2063.269,0.002,0.038,20.625
TITAN V,1,0,circles_spatial3D_rtc,100,292008,46.000,2.000,0,3.000,605.075,8.208,1490.006,0.002,0.044,14.892
TITAN V,1,0,circles_spatial3D_rtc,100,292008,46.000,2.000,1,3.000,604.652,7.950,1476.677,0.002,0.044,14.758
TITAN V,1,0,circles_spatial3D_rtc,100,292008,46.000,2.000,2,3.000,605.790,7.943,1482.497,0.002,0.037,14.817
TITAN V,1,0,circles_spatial3D,100,389344,46.000,2.000,0,4.000,806.287,0.003,5548.225,0.002,0.040,55.474
TITAN V,1,0,circles_spatial3D,100,389344,46.000,2.000,1,4.000,806.762,0.003,5541.527,0.002,0.044,55.407
TITAN V,1,0,circles_spatial3D,100,389344,46.000,2.000,2,4.000,807.527,0.003,5450.437,0.002,0.041,54.496
TITAN V,1,0,circles_spatial3D_rtc,100,389344,46.000,2.000,0,4.000,806.287,8.057,4011.581,0.002,0.075,40.107
TITAN V,1,0,circles_spatial3D_rtc,100,389344,46.000,2.000,1,4.000,806.762,8.182,3989.704,0.002,0.040,39.889
TITAN V,1,0,circles_spatial3D_rtc,100,389344,46.000,2.000,2,4.000,807.526,8.019,4007.490,0.002,0.039,40.067
TITAN V,1,0,circles_spatial3D,100,148877,53.000,2.000,0,1.000,193.476,0.002,398.921,0.002,0.036,3.981
TITAN V,1,0,circles_spatial3D,100,148877,53.000,2.000,1,1.000,193.971,0.002,406.394,0.002,0.033,4.056
TITAN V,1,0,circles_spatial3D,100,148877,53.000,2.000,2,1.000,194.124,0.002,408.354,0.002,0.033,4.076
TITAN V,1,0,circles_spatial3D_rtc,100,148877,53.000,2.000,0,1.000,193.476,7.774,281.421,0.002,0.030,2.806
TITAN V,1,0,circles_spatial3D_rtc,100,148877,53.000,2.000,1,1.000,193.971,7.785,281.053,0.002,0.030,2.803
TITAN V,1,0,circles_spatial3D_rtc,100,148877,53.000,2.000,2,1.000,194.124,7.823,280.941,0.002,0.031,2.801
TITAN V,1,0,circles_spatial3D,100,297754,53.000,2.000,0,2.000,386.556,0.003,1443.364,0.002,0.037,14.425
TITAN V,1,0,circles_spatial3D,100,297754,53.000,2.000,1,2.000,386.462,0.003,1441.759,0.002,0.040,14.409
TITAN V,1,0,circles_spatial3D,100,297754,53.000,2.000,2,2.000,387.267,0.003,1448.720,0.002,0.045,14.479
TITAN V,1,0,circles_spatial3D_rtc,100,297754,53.000,2.000,0,2.000,386.556,8.016,1017.039,0.003,0.043,10.162
TITAN V,1,0,circles_spatial3D_rtc,100,297754,53.000,2.000,1,2.000,386.462,7.972,1021.758,0.002,0.043,10.209
TITAN V,1,0,circles_spatial3D_rtc,100,297754,53.000,2.000,2,2.000,387.267,8.035,1020.931,0.002,0.043,10.201
TITAN V,1,0,circles_spatial3D,100,446631,53.000,2.000,0,3.000,578.997,0.003,5937.950,0.002,0.040,59.371
TITAN V,1,0,circles_spatial3D,100,446631,53.000,2.000,1,3.000,579.473,0.003,5871.977,0.002,0.081,58.711
TITAN V,1,0,circles_spatial3D,100,446631,53.000,2.000,2,3.000,580.406,0.003,5949.371,0.002,0.044,59.485
TITAN V,1,0,circles_spatial3D_rtc,100,446631,53.000,2.000,0,3.000,578.997,8.244,4518.393,0.002,0.050,45.175
TITAN V,1,0,circles_spatial3D_rtc,100,446631,53.000,2.000,1,3.000,579.473,8.072,4502.471,0.002,0.047,45.016
TITAN V,1,0,circles_spatial3D_rtc,100,446631,53.000,2.000,2,3.000,580.406,8.017,4530.795,0.002,0.046,45.300
TITAN V,1,0,circles_spatial3D,100,595508,53.000,2.000,0,4.000,771.973,0.004,14477.789,0.002,0.088,144.769
TITAN V,1,0,circles_spatial3D,100,595508,53.000,2.000,1,4.000,772.271,0.004,14539.223,0.002,0.054,145.384
TITAN V,1,0,circles_spatial3D,100,595508,53.000,2.000,2,4.000,773.264,0.003,14499.783,0.002,0.087,144.989
TITAN V,1,0,circles_spatial3D_rtc,100,595508,53.000,2.000,0,4.000,771.973,8.274,11495.628,0.002,0.051,114.948
TITAN V,1,0,circles_spatial3D_rtc,100,595508,53.000,2.000,1,4.000,772.271,8.019,11486.497,0.002,0.080,114.856
TITAN V,1,0,circles_spatial3D_rtc,100,595508,53.000,2.000,2,4.000,773.264,8.358,11476.538,0.002,0.045,114.757
TITAN V,1,0,circles_spatial3D,100,195112,58.000,2.000,0,1.000,204.740,0.003,505.234,0.002,0.047,5.044
TITAN V,1,0,circles_spatial3D,100,195112,58.000,2.000,1,1.000,205.271,0.003,505.978,0.002,0.041,5.052
TITAN V,1,0,circles_spatial3D,100,195112,58.000,2.000,2,1.000,205.593,0.003,508.314,0.002,0.042,5.075
TITAN V,1,0,circles_spatial3D_rtc,100,195112,58.000,2.000,0,1.000,204.740,7.862,383.372,0.002,0.032,3.826
TITAN V,1,0,circles_spatial3D_rtc,100,195112,58.000,2.000,1,1.000,205.271,7.863,384.077,0.002,0.032,3.833
TITAN V,1,0,circles_spatial3D_rtc,100,195112,58.000,2.000,2,1.000,205.593,7.844,383.173,0.002,0.034,3.824
TITAN V,1,0,circles_spatial3D,100,390224,58.000,2.000,0,2.000,409.344,0.003,2984.298,0.002,0.050,29.834
TITAN V,1,0,circles_spatial3D,100,390224,58.000,2.000,1,2.000,409.619,0.003,2938.761,0.002,0.047,29.379
TITAN V,1,0,circles_spatial3D,100,390224,58.000,2.000,2,2.000,410.325,0.003,2960.684,0.002,0.050,29.598
TITAN V,1,0,circles_spatial3D_rtc,100,390224,58.000,2.000,0,2.000,409.344,8.029,2170.657,0.002,0.047,21.698
TITAN V,1,0,circles_spatial3D_rtc,100,390224,58.000,2.000,1,2.000,409.619,7.986,2160.052,0.002,0.070,21.592
TITAN V,1,0,circles_spatial3D_rtc,100,390224,58.000,2.000,2,2.000,410.325,8.229,2164.356,0.002,0.045,21.635
TITAN V,1,0,circles_spatial3D,100,585336,58.000,2.000,0,3.000,613.685,0.003,11460.073,0.002,0.056,114.592
TITAN V,1,0,circles_spatial3D,100,585336,58.000,2.000,1,3.000,613.971,0.003,11268.789,0.002,0.049,112.679
TITAN V,1,0,circles_spatial3D,100,585336,58.000,2.000,2,3.000,614.750,0.003,11448.323,0.002,0.090,114.474
TITAN V,1,0,circles_spatial3D_rtc,100,585336,58.000,2.000,0,3.000,613.685,8.347,8800.347,0.002,0.052,87.995
TITAN V,1,0,circles_spatial3D_rtc,100,585336,58.000,2.000,1,3.000,613.971,8.032,8791.959,0.002,0.047,87.911
TITAN V,1,0,circles_spatial3D_rtc,100,585336,58.000,2.000,2,3.000,614.750,8.001,8861.037,0.002,0.083,88.602
TITAN V,1,0,circles_spatial3D,100,780448,58.000,2.000,0,4.000,818.083,0.004,28461.406,0.002,0.084,284.605
TITAN V,1,0,circles_spatial3D,100,780448,58.000,2.000,1,4.000,817.988,0.003,28498.957,0.002,0.085,284.981
TITAN V,1,0,circles_spatial3D,100,780448,58.000,2.000,2,4.000,819.052,0.003,28407.752,0.002,0.087,284.068
TITAN V,1,0,circles_spatial3D_rtc,100,780448,58.000,2.000,0,4.000,818.083,8.343,22081.021,0.002,0.053,220.802
TITAN V,1,0,circles_spatial3D_rtc,100,780448,58.000,2.000,1,4.000,817.988,7.985,22044.117,0.002,0.084,220.432
TITAN V,1,0,circles_spatial3D_rtc,100,780448,58.000,2.000,2,4.000,819.052,8.378,22084.316,0.002,0.079,220.834
TITAN V,1,0,circles_spatial3D,100,250047,63.000,2.000,0,1.000,197.161,0.003,644.957,0.002,0.041,6.442
TITAN V,1,0,circles_spatial3D,100,250047,63.000,2.000,1,1.000,197.333,0.003,644.847,0.002,0.035,6.440
TITAN V,1,0,circles_spatial3D,100,250047,63.000,2.000,2,1.000,197.564,0.003,645.731,0.002,0.037,6.449
TITAN V,1,0,circles_spatial3D_rtc,100,250047,63.000,2.000,0,1.000,197.161,8.184,440.423,0.002,0.032,4.396
TITAN V,1,0,circles_spatial3D_rtc,100,250047,63.000,2.000,1,1.000,197.333,7.859,440.974,0.002,0.033,4.402
TITAN V,1,0,circles_spatial3D_rtc,100,250047,63.000,2.000,2,1.000,197.564,7.919,441.528,0.002,0.041,4.407
TITAN V,1,0,circles_spatial3D,100,500094,63.000,2.000,0,2.000,393.301,0.003,5320.408,0.002,0.050,53.196
TITAN V,1,0,circles_spatial3D,100,500094,63.000,2.000,1,2.000,393.456,0.004,5315.287,0.002,0.047,53.145
TITAN V,1,0,circles_spatial3D,100,500094,63.000,2.000,2,2.000,394.187,0.004,5340.105,0.002,0.049,53.393
TITAN V,1,0,circles_spatial3D_rtc,100,500094,63.000,2.000,0,2.000,393.301,8.300,4169.023,0.002,0.046,41.682
TITAN V,1,0,circles_spatial3D_rtc,100,500094,63.000,2.000,1,2.000,393.456,8.094,4154.958,0.002,0.047,41.541
TITAN V,1,0,circles_spatial3D_rtc,100,500094,63.000,2.000,2,2.000,394.187,8.026,4181.915,0.002,0.048,41.811
TITAN V,1,0,circles_spatial3D,100,750141,63.000,2.000,0,3.000,589.595,0.004,19004.422,0.002,0.055,190.035
TITAN V,1,0,circles_spatial3D,100,750141,63.000,2.000,1,3.000,589.516,0.003,18953.779,0.002,0.092,189.529
TITAN V,1,0,circles_spatial3D,100,750141,63.000,2.000,2,3.000,590.278,0.004,18914.584,0.002,0.088,189.137
TITAN V,1,0,circles_spatial3D_rtc,100,750141,63.000,2.000,0,3.000,589.595,8.390,14841.571,0.002,0.053,148.407
TITAN V,1,0,circles_spatial3D_rtc,100,750141,63.000,2.000,1,3.000,589.516,8.065,14861.291,0.002,0.077,148.604
TITAN V,1,0,circles_spatial3D_rtc,100,750141,63.000,2.000,2,3.000,590.278,8.268,14874.633,0.002,0.051,148.738
TITAN V,1,0,circles_spatial3D,100,1000188,63.000,2.000,0,4.000,785.735,0.003,43415.352,0.002,0.088,434.145
TITAN V,1,0,circles_spatial3D,100,1000188,63.000,2.000,1,4.000,785.495,0.004,43463.098,0.002,0.109,434.621
TITAN V,1,0,circles_spatial3D,100,1000188,63.000,2.000,2,4.000,786.505,0.004,43587.605,0.002,0.113,435.866
TITAN V,1,0,circles_spatial3D_rtc,100,1000188,63.000,2.000,0,4.000,785.735,8.492,36154.641,0.002,0.084,361.537
TITAN V,1,0,circles_spatial3D_rtc,100,1000188,63.000,2.000,1,4.000,785.495,8.333,36178.031,0.002,0.054,361.772
TITAN V,1,0,circles_spatial3D_rtc,100,1000188,63.000,2.000,2,4.000,786.505,8.006,36316.738,0.002,0.089,363.158
TITAN V,1,0,circles_spatial3D,100,300763,67.000,2.000,0,1.000,198.301,0.003,809.620,0.002,0.039,8.088
TITAN V,1,0,circles_spatial3D,100,300763,67.000,2.000,1,1.000,198.463,0.003,811.459,0.002,0.044,8.106
TITAN V,1,0,circles_spatial3D,100,300763,67.000,2.000,2,1.000,198.794,0.003,812.082,0.002,0.042,8.113
TITAN V,1,0,circles_spatial3D_rtc,100,300763,67.000,2.000,0,1.000,198.301,8.284,566.059,0.002,0.042,5.652
TITAN V,1,0,circles_spatial3D_rtc,100,300763,67.000,2.000,1,1.000,198.463,8.000,564.236,0.002,0.042,5.634
TITAN V,1,0,circles_spatial3D_rtc,100,300763,67.000,2.000,2,1.000,198.794,8.048,565.269,0.002,0.042,5.644
TITAN V,1,0,circles_spatial3D,100,601526,67.000,2.000,0,2.000,395.583,0.003,7841.178,0.002,0.047,78.403
TITAN V,1,0,circles_spatial3D,100,601526,67.000,2.000,1,2.000,395.649,0.004,7820.597,0.002,0.042,78.198
TITAN V,1,0,circles_spatial3D,100,601526,67.000,2.000,2,2.000,396.349,0.003,7875.590,0.002,0.078,78.747
TITAN V,1,0,circles_spatial3D_rtc,100,601526,67.000,2.000,0,2.000,395.583,8.354,6195.611,0.002,0.073,61.947
TITAN V,1,0,circles_spatial3D_rtc,100,601526,67.000,2.000,1,2.000,395.649,8.288,6185.586,0.002,0.073,61.847
TITAN V,1,0,circles_spatial3D_rtc,100,601526,67.000,2.000,2,2.000,396.349,8.327,6218.303,0.002,0.073,62.174
TITAN V,1,0,circles_spatial3D,100,902289,67.000,2.000,0,3.000,592.986,0.002,27189.621,0.002,0.083,271.887
TITAN V,1,0,circles_spatial3D,100,902289,67.000,2.000,1,3.000,592.738,0.004,27135.910,0.002,0.080,271.350
TITAN V,1,0,circles_spatial3D,100,902289,67.000,2.000,2,3.000,593.315,0.004,27176.396,0.002,0.080,271.755
TITAN V,1,0,circles_spatial3D_rtc,100,902289,67.000,2.000,0,3.000,592.986,8.410,22379.883,0.002,0.071,223.790
TITAN V,1,0,circles_spatial3D_rtc,100,902289,67.000,2.000,1,3.000,592.738,8.349,22380.346,0.002,0.052,223.795
TITAN V,1,0,circles_spatial3D_rtc,100,902289,67.000,2.000,2,3.000,593.315,8.074,22495.621,0.002,0.073,224.947
TITAN V,1,0,circles_spatial3D,100,1203052,67.000,2.000,0,4.000,790.324,0.003,59312.000,0.002,0.091,593.111
TITAN V,1,0,circles_spatial3D,100,1203052,67.000,2.000,1,4.000,790.139,0.004,59188.141,0.002,0.085,591.872
TITAN V,1,0,circles_spatial3D,100,1203052,67.000,2.000,2,4.000,790.616,0.004,59374.844,0.002,0.086,593.740
TITAN V,1,0,circles_spatial3D_rtc,100,1203052,67.000,2.000,0,4.000,790.324,8.333,51197.219,0.002,0.086,511.963
TITAN V,1,0,circles_spatial3D_rtc,100,1203052,67.000,2.000,1,4.000,790.139,8.343,51086.461,0.002,0.053,510.856
TITAN V,1,0,circles_spatial3D_rtc,100,1203052,67.000,2.000,2,4.000,790.616,8.010,51179.656,0.002,0.089,511.788
TITAN V,1,0,circles_spatial3D,100,343000,70.000,2.000,0,1.000,207.315,0.003,1020.483,0.002,0.044,10.197
TITAN V,1,0,circles_spatial3D,100,343000,70.000,2.000,1,1.000,207.256,0.003,1011.848,0.002,0.041,10.110
TITAN V,1,0,circles_spatial3D,100,343000,70.000,2.000,2,1.000,207.669,0.003,1026.978,0.002,0.041,10.262
TITAN V,1,0,circles_spatial3D_rtc,100,343000,70.000,2.000,0,1.000,207.315,8.209,667.410,0.002,0.040,6.666
TITAN V,1,0,circles_spatial3D_rtc,100,343000,70.000,2.000,1,1.000,207.256,8.007,666.877,0.002,0.041,6.661
TITAN V,1,0,circles_spatial3D_rtc,100,343000,70.000,2.000,2,1.000,207.669,7.949,669.010,0.002,0.042,6.682
TITAN V,1,0,circles_spatial3D,100,686000,70.000,2.000,0,2.000,413.616,0.003,10829.290,0.002,0.078,108.284
TITAN V,1,0,circles_spatial3D,100,686000,70.000,2.000,1,2.000,413.489,0.004,10775.485,0.002,0.046,107.746
TITAN V,1,0,circles_spatial3D,100,686000,70.000,2.000,2,2.000,413.987,0.003,10748.010,0.002,0.044,107.472
TITAN V,1,0,circles_spatial3D_rtc,100,686000,70.000,2.000,0,2.000,413.616,8.358,8575.638,0.002,0.072,85.748
TITAN V,1,0,circles_spatial3D_rtc,100,686000,70.000,2.000,1,2.000,413.489,8.324,8584.937,0.002,0.048,85.841
TITAN V,1,0,circles_spatial3D_rtc,100,686000,70.000,2.000,2,2.000,413.987,8.049,8580.086,0.002,0.045,85.792
TITAN V,1,0,circles_spatial3D,100,1029000,70.000,2.000,0,3.000,619.894,0.003,36058.480,0.002,0.077,360.576
TITAN V,1,0,circles_spatial3D,100,1029000,70.000,2.000,1,3.000,619.620,0.003,36033.297,0.002,0.083,360.324
TITAN V,1,0,circles_spatial3D,100,1029000,70.000,2.000,2,3.000,620.173,0.003,36115.113,0.002,0.078,361.142
TITAN V,1,0,circles_spatial3D_rtc,100,1029000,70.000,2.000,0,3.000,619.894,8.392,30400.838,0.002,0.085,303.999
TITAN V,1,0,circles_spatial3D_rtc,100,1029000,70.000,2.000,1,3.000,619.620,8.351,30337.924,0.002,0.078,303.370
TITAN V,1,0,circles_spatial3D_rtc,100,1029000,70.000,2.000,2,3.000,620.173,8.377,30330.674,0.002,0.080,303.298
TITAN V,1,0,circles_spatial3D,100,1372000,70.000,2.000,0,4.000,826.416,0.003,76027.914,0.002,0.094,760.270
TITAN V,1,0,circles_spatial3D,100,1372000,70.000,2.000,1,4.000,826.018,0.003,76021.375,0.002,0.094,760.205
TITAN V,1,0,circles_spatial3D,100,1372000,70.000,2.000,2,4.000,826.514,0.004,76161.688,0.002,0.092,761.608
TITAN V,1,0,circles_spatial3D_rtc,100,1372000,70.000,2.000,0,4.000,826.416,8.374,66345.500,0.002,0.089,663.446
TITAN V,1,0,circles_spatial3D_rtc,100,1372000,70.000,2.000,1,4.000,826.018,8.351,66238.078,0.002,0.090,662.372
TITAN V,1,0,circles_spatial3D_rtc,100,1372000,70.000,2.000,2,4.000,826.514,8.461,66302.672,0.002,0.089,663.018
TITAN V,1,0,circles_spatial3D,100,405224,74.000,2.000,0,1.000,207.801,0.003,1779.395,0.002,0.045,17.786
TITAN V,1,0,circles_spatial3D,100,405224,74.000,2.000,1,1.000,207.810,0.003,1792.745,0.002,0.066,17.919
TITAN V,1,0,circles_spatial3D,100,405224,74.000,2.000,2,1.000,208.337,0.003,1795.074,0.002,0.042,17.942
TITAN V,1,0,circles_spatial3D_rtc,100,405224,74.000,2.000,0,1.000,207.801,8.205,1335.914,0.002,0.041,13.351
TITAN V,1,0,circles_spatial3D_rtc,100,405224,74.000,2.000,1,1.000,207.810,8.022,1361.659,0.002,0.041,13.608
TITAN V,1,0,circles_spatial3D_rtc,100,405224,74.000,2.000,2,1.000,208.337,8.025,1347.049,0.003,0.040,13.462
TITAN V,1,0,circles_spatial3D,100,810448,74.000,2.000,0,2.000,414.727,0.004,15830.962,0.002,0.047,158.301
TITAN V,1,0,circles_spatial3D,100,810448,74.000,2.000,1,2.000,414.531,0.003,15775.291,0.002,0.080,157.744
TITAN V,1,0,circles_spatial3D,100,810448,74.000,2.000,2,2.000,414.932,0.004,15782.112,0.002,0.046,157.813
TITAN V,1,0,circles_spatial3D_rtc,100,810448,74.000,2.000,0,2.000,414.727,8.373,12444.504,0.002,0.090,124.436
TITAN V,1,0,circles_spatial3D_rtc,100,810448,74.000,2.000,1,2.000,414.531,8.300,12442.528,0.002,0.053,124.417
TITAN V,1,0,circles_spatial3D_rtc,100,810448,74.000,2.000,2,2.000,414.932,8.005,12485.339,0.002,0.080,124.844
TITAN V,1,0,circles_spatial3D,100,1215672,74.000,2.000,0,3.000,621.525,0.003,47813.031,0.002,0.095,478.121
TITAN V,1,0,circles_spatial3D,100,1215672,74.000,2.000,1,3.000,621.365,0.003,47803.406,0.002,0.100,478.025
TITAN V,1,0,circles_spatial3D,100,1215672,74.000,2.000,2,3.000,621.698,0.003,47938.434,0.002,0.095,479.375
TITAN V,1,0,circles_spatial3D_rtc,100,1215672,74.000,2.000,0,3.000,621.525,8.308,41254.484,0.002,0.094,412.536
TITAN V,1,0,circles_spatial3D_rtc,100,1215672,74.000,2.000,1,3.000,621.365,8.335,41308.062,0.002,0.092,413.072
TITAN V,1,0,circles_spatial3D_rtc,100,1215672,74.000,2.000,2,3.000,621.698,8.360,41416.492,0.002,0.090,414.156
TITAN V,1,0,circles_spatial3D,100,1620896,74.000,2.000,0,4.000,828.435,0.005,97512.156,0.002,0.095,975.112
TITAN V,1,0,circles_spatial3D,100,1620896,74.000,2.000,1,4.000,828.167,0.004,97448.984,0.002,0.096,974.480
TITAN V,1,0,circles_spatial3D,100,1620896,74.000,2.000,2,4.000,828.424,0.004,97640.648,0.002,0.094,976.397
TITAN V,1,0,circles_spatial3D_rtc,100,1620896,74.000,2.000,0,4.000,828.435,8.508,85665.438,0.002,0.098,856.645
TITAN V,1,0,circles_spatial3D_rtc,100,1620896,74.000,2.000,1,4.000,828.167,8.414,85634.250,0.002,0.093,856.333
TITAN V,1,0,circles_spatial3D_rtc,100,1620896,74.000,2.000,2,4.000,828.424,8.458,85666.609,0.002,0.095,856.657
TITAN V,1,0,circles_spatial3D,100,456533,77.000,2.000,0,1.000,200.663,0.003,2360.623,0.002,0.051,23.598
TITAN V,1,0,circles_spatial3D,100,456533,77.000,2.000,1,1.000,200.677,0.003,2363.516,0.003,0.046,23.627
TITAN V,1,0,circles_spatial3D,100,456533,77.000,2.000,2,1.000,201.297,0.004,2377.750,0.002,0.046,23.769
TITAN V,1,0,circles_spatial3D_rtc,100,456533,77.000,2.000,0,1.000,200.663,8.198,1811.100,0.002,0.045,18.103
TITAN V,1,0,circles_spatial3D_rtc,100,456533,77.000,2.000,1,1.000,200.677,8.072,1804.759,0.002,0.046,18.039
TITAN V,1,0,circles_spatial3D_rtc,100,456533,77.000,2.000,2,1.000,201.297,8.021,1803.007,0.002,0.045,18.022
TITAN V,1,0,circles_spatial3D,100,913066,77.000,2.000,0,2.000,400.343,0.003,18974.701,0.002,0.092,189.738
TITAN V,1,0,circles_spatial3D,100,913066,77.000,2.000,1,2.000,400.222,0.004,18954.871,0.002,0.086,189.540
TITAN V,1,0,circles_spatial3D,100,913066,77.000,2.000,2,2.000,400.550,0.003,18961.256,0.002,0.051,189.604
TITAN V,1,0,circles_spatial3D_rtc,100,913066,77.000,2.000,0,2.000,400.343,8.347,15684.119,0.002,0.079,156.832
TITAN V,1,0,circles_spatial3D_rtc,100,913066,77.000,2.000,1,2.000,400.222,8.372,15669.601,0.002,0.048,156.687
TITAN V,1,0,circles_spatial3D_rtc,100,913066,77.000,2.000,2,2.000,400.550,8.052,15681.107,0.002,0.074,156.802
TITAN V,1,0,circles_spatial3D,100,1369599,77.000,2.000,0,3.000,599.991,0.003,55391.191,0.002,0.091,553.903
TITAN V,1,0,circles_spatial3D,100,1369599,77.000,2.000,1,3.000,599.811,0.003,55334.848,0.002,0.093,553.339
TITAN V,1,0,circles_spatial3D,100,1369599,77.000,2.000,2,3.000,600.090,0.004,55366.625,0.002,0.095,553.657
TITAN V,1,0,circles_spatial3D_rtc,100,1369599,77.000,2.000,0,3.000,599.991,8.311,48279.738,0.002,0.086,482.788
TITAN V,1,0,circles_spatial3D_rtc,100,1369599,77.000,2.000,1,3.000,599.811,8.752,48253.641,0.002,0.084,482.527
TITAN V,1,0,circles_spatial3D_rtc,100,1369599,77.000,2.000,2,3.000,600.090,8.722,48274.504,0.003,0.089,482.736
TITAN V,1,0,circles_spatial3D,100,1826132,77.000,2.000,0,4.000,799.517,0.003,111267.109,0.002,0.092,1112.662
TITAN V,1,0,circles_spatial3D,100,1826132,77.000,2.000,1,4.000,799.434,0.004,111185.312,0.002,0.105,1111.843
TITAN V,1,0,circles_spatial3D,100,1826132,77.000,2.000,2,4.000,799.525,0.004,111118.961,0.002,0.101,1111.180
TITAN V,1,0,circles_spatial3D_rtc,100,1826132,77.000,2.000,0,4.000,799.517,8.764,97886.883,0.002,0.093,978.859
TITAN V,1,0,circles_spatial3D_rtc,100,1826132,77.000,2.000,1,4.000,799.434,8.752,97825.828,0.002,0.093,978.248
TITAN V,1,0,circles_spatial3D_rtc,100,1826132,77.000,2.000,2,4.000,799.525,8.738,97989.008,0.002,0.090,979.880
TITAN V,1,0,circles_spatial3D,100,493039,79.000,2.000,0,1.000,201.128,0.004,2778.240,0.002,0.049,27.774
TITAN V,1,0,circles_spatial3D,100,493039,79.000,2.000,1,1.000,201.090,0.004,2765.924,0.002,0.051,27.651
TITAN V,1,0,circles_spatial3D,100,493039,79.000,2.000,2,1.000,201.679,0.003,2772.031,0.002,0.055,27.712
TITAN V,1,0,circles_spatial3D_rtc,100,493039,79.000,2.000,0,1.000,201.128,8.299,2179.683,0.002,0.046,21.788
TITAN V,1,0,circles_spatial3D_rtc,100,493039,79.000,2.000,1,1.000,201.090,8.019,2169.436,0.002,0.044,21.686
TITAN V,1,0,circles_spatial3D_rtc,100,493039,79.000,2.000,2,1.000,201.679,8.044,2169.770,0.002,0.044,21.689
TITAN V,1,0,circles_spatial3D,100,986078,79.000,2.000,0,2.000,401.205,0.004,21953.551,0.002,0.052,219.527
TITAN V,1,0,circles_spatial3D,100,986078,79.000,2.000,1,2.000,400.954,0.003,21911.652,0.002,0.054,219.108
TITAN V,1,0,circles_spatial3D,100,986078,79.000,2.000,2,2.000,401.340,0.004,21971.980,0.002,0.092,219.711
TITAN V,1,0,circles_spatial3D_rtc,100,986078,79.000,2.000,0,2.000,401.205,8.266,18452.938,0.002,0.089,184.520
TITAN V,1,0,circles_spatial3D_rtc,100,986078,79.000,2.000,1,2.000,400.954,8.233,18375.953,0.002,0.053,183.751
TITAN V,1,0,circles_spatial3D_rtc,100,986078,79.000,2.000,2,2.000,401.340,8.039,18409.496,0.002,0.102,184.086
TITAN V,1,0,circles_spatial3D,100,1479117,79.000,2.000,0,3.000,601.275,0.003,62355.309,0.002,0.102,623.544
