GPU,release_mode,seatbelts_on,model,steps,agent_count,env_width,comm_radius,repeat,agent_density,mean_message_count,ms_rtc,ms_simulation,ms_init,ms_exit,ms_step_mean
TITAN V,1,0,circles_bruteforce,100,912673,97.000,2.000,1,1.000,912673.000,0.004,830389.250,0.002,0.002,8303.881
TITAN V,1,0,circles_bruteforce,100,912673,97.000,2.000,2,1.000,912673.000,0.004,829296.500,0.002,0.002,8292.954
TITAN V,1,0,circles_bruteforce_rtc,100,912673,97.000,2.000,0,1.000,912673.000,8.450,339390.969,0.002,0.002,3393.899
TITAN V,1,0,circles_bruteforce_rtc,100,912673,97.000,2.000,1,1.000,912673.000,8.352,339460.656,0.002,0.002,3394.597
TITAN V,1,0,circles_bruteforce_rtc,100,912673,97.000,2.000,2,1.000,912673.000,8.387,338823.469,0.002,0.002,3388.223
TITAN V,1,0,circles_spatial3D,100,912673,97.000,2.000,0,1.000,204.111,0.003,9933.562,0.002,0.053,99.327
TITAN V,1,0,circles_spatial3D,100,912673,97.000,2.000,1,1.000,203.942,0.004,9913.813,0.002,0.087,99.129
TITAN V,1,0,circles_spatial3D,100,912673,97.000,2.000,2,1.000,204.143,0.003,9921.454,0.002,0.047,99.206
TITAN V,1,0,circles_spatial3D_rtc,100,912673,97.000,2.000,0,1.000,204.111,8.414,8316.170,0.002,0.046,83.153
TITAN V,1,0,circles_spatial3D_rtc,100,912673,97.000,2.000,1,1.000,203.942,8.047,8302.670,0.002,0.073,83.018
TITAN V,1,0,circles_spatial3D_rtc,100,912673,97.000,2.000,2,1.000,204.143,8.411,8302.539,0.002,0.046,83.017
TITAN V,1,0,circles_bruteforce,100,1000000,100.000,2.000,0,1.000,1000000.000,0.003,997150.188,0.002,0.002,9971.494
TITAN V,1,0,circles_bruteforce,100,1000000,100.000,2.000,1,1.000,1000000.000,0.004,998819.188,0.002,0.002,9988.182
TITAN V,1,0,circles_bruteforce,100,1000000,100.000,2.000,2,1.000,1000000.000,0.004,996553.062,0.002,0.002,9965.521
TITAN V,1,0,circles_bruteforce_rtc,100,1000000,100.000,2.000,0,1.000,1000000.000,8.493,409276.062,0.002,0.002,4092.751
TITAN V,1,0,circles_bruteforce_rtc,100,1000000,100.000,2.000,1,1.000,1000000.000,8.434,410016.781,0.002,0.002,4100.158
TITAN V,1,0,circles_bruteforce_rtc,100,1000000,100.000,2.000,2,1.000,1000000.000,8.363,410070.844,0.002,0.002,4100.697
TITAN V,1,0,circles_spatial3D,100,1000000,100.000,2.000,0,1.000,210.336,0.004,12108.545,0.002,0.051,121.077
TITAN V,1,0,circles_spatial3D,100,1000000,100.000,2.000,1,1.000,210.229,0.004,12095.802,0.002,0.049,120.950
TITAN V,1,0,circles_spatial3D,100,1000000,100.000,2.000,2,1.000,210.416,0.003,12092.449,0.002,0.084,120.916
TITAN V,1,0,circles_spatial3D_rtc,100,1000000,100.000,2.000,0,1.000,210.336,8.432,10236.676,0.002,0.046,102.358
TITAN V,1,0,circles_spatial3D_rtc,100,1000000,100.000,2.000,1,1.000,210.229,8.055,10214.354,0.002,0.046,102.135
TITAN V,1,0,circles_spatial3D_rtc,100,1000000,100.000,2.000,2,1.000,210.416,8.488,10228.797,0.002,0.046,102.280
