GPU,release_mode,seatbelts_on,model,steps,agent_count,env_width,comm_radius,repeat,agent_density,step,ms_step
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,143,11.623
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,144,11.652
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,145,11.655
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,146,11.680
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,147,11.699
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,148,11.720
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,149,11.744
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,150,11.750
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,151,11.759
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,152,11.785
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,153,11.795
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,154,11.811
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,155,11.830
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,156,11.834
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,157,11.850
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,158,11.863
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,159,11.887
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,160,11.904
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,161,11.915
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,162,11.928
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,163,11.947
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,164,11.966
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,165,11.981
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,166,11.987
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,167,12.017
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,168,12.018
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,169,12.036
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,170,12.048
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,171,12.062
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,172,12.070
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,173,12.081
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,174,12.095
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,175,12.109
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,176,12.109
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,177,12.119
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,178,12.125
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,179,12.137
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,180,12.148
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,181,12.160
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,182,12.173
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,183,12.188
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,184,12.193
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,185,12.198
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,186,12.208
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,187,12.220
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,188,12.223
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,189,12.228
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,190,12.241
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,191,12.250
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,192,12.256
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,193,12.261
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,194,12.294
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,195,12.288
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,196,12.299
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,197,12.321
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,198,12.316
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,0,1.000,199,12.313
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,0,15.870
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,1,9.857
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,2,9.850
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,3,9.860
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,4,9.870
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,5,9.887
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,6,9.890
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,7,9.890
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,8,9.900
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,9,9.905
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,10,9.908
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,11,9.928
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,12,9.914
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,13,9.936
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,14,9.923
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,15,9.938
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,16,9.937
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,17,9.949
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,18,9.961
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,19,9.975
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,20,9.976
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,21,9.983
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,22,9.990
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,23,9.996
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,24,10.019
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,25,10.022
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,26,10.023
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,27,10.033
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,28,10.049
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,29,10.055
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,30,10.066
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,31,10.077
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,32,10.076
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,33,10.106
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,34,10.096
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,35,10.111
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,36,10.131
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,37,10.128
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,38,10.143
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,39,10.158
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,40,10.164
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,41,10.171
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,42,10.182
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,43,10.196
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,44,10.208
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,45,10.227
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,46,10.243
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,47,10.249
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,48,10.265
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,49,10.265
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,50,10.273
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,51,10.281
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,52,10.286
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,53,10.302
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,54,10.310
Tesla V100-SXM2-32GB,0,0,circles_bruteforce,200,10648,22.000,2.000,1,1.000,55,10.320
