GPU,release_mode,seatbelts_on,model,steps,agent_count,env_width,comm_radius,repeat,agent_density,mean_message_count,s_rtc,s_simulation,s_init,s_exit,s_step_mean
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,0,1.000,64000.000,0.000,10.227,0.000,0.000,0.051
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,64000.000,0.000,10.220,0.000,0.000,0.051
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,2.000,2,1.000,64000.000,0.000,10.213,0.000,0.000,0.051
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce_rtc,200,64000,40.000,2.000,0,1.000,64000.000,0.007,5.287,0.000,0.000,0.026
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce_rtc,200,64000,40.000,2.000,1,1.000,64000.000,0.006,5.252,0.000,0.000,0.026
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce_rtc,200,64000,40.000,2.000,2,1.000,64000.000,0.006,5.254,0.000,0.000,0.026
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,64000,40.000,2.000,0,1.000,209.924,0.000,0.171,0.000,0.000,0.001
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,64000,40.000,2.000,1,1.000,210.035,0.000,0.172,0.000,0.000,0.001
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,64000,40.000,2.000,2,1.000,207.801,0.000,0.166,0.000,0.000,0.001
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,64000,40.000,2.000,0,1.000,209.924,0.007,0.150,0.000,0.000,0.001
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,64000,40.000,2.000,1,1.000,210.035,0.007,0.154,0.000,0.000,0.001
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,64000,40.000,2.000,2,1.000,207.801,0.006,0.150,0.000,0.000,0.001
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,4.000,0,1.000,64000.000,0.000,18.915,0.000,0.000,0.095
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,4.000,1,1.000,64000.000,0.000,18.992,0.000,0.000,0.095
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,4.000,2,1.000,64000.000,0.000,19.175,0.000,0.000,0.096
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce_rtc,200,64000,40.000,4.000,0,1.000,64000.000,0.007,16.710,0.000,0.000,0.084
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce_rtc,200,64000,40.000,4.000,1,1.000,64000.000,0.007,16.648,0.000,0.000,0.083
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce_rtc,200,64000,40.000,4.000,2,1.000,64000.000,0.006,16.577,0.000,0.000,0.083
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,64000,40.000,4.000,0,1.000,1695.049,0.000,0.947,0.000,0.000,0.005
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,64000,40.000,4.000,1,1.000,1694.177,0.000,0.967,0.000,0.000,0.005
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,64000,40.000,4.000,2,1.000,1690.775,0.000,0.959,0.000,0.000,0.005
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,64000,40.000,4.000,0,1.000,1695.049,0.007,0.814,0.000,0.000,0.004
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,64000,40.000,4.000,1,1.000,1694.177,0.007,0.818,0.000,0.000,0.004
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,64000,40.000,4.000,2,1.000,1690.776,0.006,0.818,0.000,0.000,0.004
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,6.000,0,1.000,64000.000,0.000,23.236,0.000,0.000,0.116
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,6.000,1,1.000,64000.000,0.000,23.359,0.000,0.000,0.117
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,6.000,2,1.000,64000.000,0.000,23.374,0.000,0.000,0.117
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce_rtc,200,64000,40.000,6.000,0,1.000,64000.000,0.007,23.809,0.000,0.000,0.119
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce_rtc,200,64000,40.000,6.000,1,1.000,64000.000,0.006,23.735,0.000,0.000,0.119
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce_rtc,200,64000,40.000,6.000,2,1.000,64000.000,0.006,23.618,0.000,0.000,0.118
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,64000,40.000,6.000,0,1.000,4279.760,0.000,2.221,0.000,0.000,0.011
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,64000,40.000,6.000,1,1.000,4263.248,0.000,2.205,0.000,0.000,0.011
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,64000,40.000,6.000,2,1.000,4259.865,0.000,2.217,0.000,0.000,0.011
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,64000,40.000,6.000,0,1.000,4279.760,0.007,1.778,0.000,0.000,0.009
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,64000,40.000,6.000,1,1.000,4263.248,0.006,1.750,0.000,0.000,0.009
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,64000,40.000,6.000,2,1.000,4259.865,0.006,1.756,0.000,0.000,0.009
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,8.000,0,1.000,64000.000,0.000,24.251,0.000,0.000,0.121
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,8.000,1,1.000,64000.000,0.000,24.317,0.000,0.000,0.122
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce,200,64000,40.000,8.000,2,1.000,64000.000,0.000,24.351,0.000,0.000,0.122
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce_rtc,200,64000,40.000,8.000,0,1.000,64000.000,0.007,24.077,0.000,0.000,0.120
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce_rtc,200,64000,40.000,8.000,1,1.000,64000.000,0.006,23.943,0.000,0.000,0.120
NVIDIA GeForce RTX 3080,1,0,circles_bruteforce_rtc,200,64000,40.000,8.000,2,1.000,64000.000,0.006,23.935,0.000,0.000,0.120
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,64000,40.000,8.000,0,1.000,9580.164,0.000,5.432,0.000,0.000,0.027
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,64000,40.000,8.000,1,1.000,9537.489,0.000,5.390,0.000,0.000,0.027
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D,200,64000,40.000,8.000,2,1.000,9542.625,0.000,5.433,0.000,0.000,0.027
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,64000,40.000,8.000,0,1.000,9580.164,0.007,3.803,0.000,0.000,0.019
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,64000,40.000,8.000,1,1.000,9537.490,0.006,3.812,0.000,0.000,0.019
NVIDIA GeForce RTX 3080,1,0,circles_spatial3D_rtc,200,64000,40.000,8.000,2,1.000,9542.624,0.006,3.770,0.000,0.000,0.019
