GPU,release_mode,seatbelts_on,model,steps,agent_count,env_width,comm_radius,repeat,agent_density,mean_message_count,s_rtc,s_simulation,s_init,s_exit,s_step_mean
Tesla V100-SXM2-32GB,1,0,circles_spatial3D,200,10648,22.000,2.000,0,1.000,210.432,0.000,0.190,0.000,0.000,0.001
Tesla V100-SXM2-32GB,1,0,circles_spatial3D,200,10648,22.000,2.000,1,1.000,204.579,0.000,0.187,0.000,0.000,0.001
Tesla V100-SXM2-32GB,1,0,circles_spatial3D,200,10648,22.000,2.000,2,1.000,210.178,0.000,0.192,0.000,0.000,0.001
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,10648,22.000,2.000,0,1.000,210.432,0.063,0.110,0.000,0.000,0.001
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,10648,22.000,2.000,1,1.000,204.579,0.063,0.108,0.000,0.000,0.001
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,10648,22.000,2.000,2,1.000,210.178,0.059,0.111,0.000,0.000,0.001
Tesla V100-SXM2-32GB,1,0,circles_spatial3D,200,21296,22.000,2.000,0,2.000,414.338,0.000,0.310,0.000,0.000,0.002
Tesla V100-SXM2-32GB,1,0,circles_spatial3D,200,21296,22.000,2.000,1,2.000,414.247,0.000,0.312,0.000,0.000,0.002
Tesla V100-SXM2-32GB,1,0,circles_spatial3D,200,21296,22.000,2.000,2,2.000,409.749,0.000,0.315,0.000,0.000,0.002
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,21296,22.000,2.000,0,2.000,414.338,0.063,0.160,0.000,0.000,0.001
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,21296,22.000,2.000,1,2.000,414.247,0.063,0.163,0.000,0.000,0.001
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,21296,22.000,2.000,2,2.000,409.749,0.064,0.164,0.000,0.000,0.001
Tesla V100-SXM2-32GB,1,0,circles_spatial3D,200,31944,22.000,2.000,0,3.000,615.288,0.000,0.434,0.000,0.000,0.002
Tesla V100-SXM2-32GB,1,0,circles_spatial3D,200,31944,22.000,2.000,1,3.000,617.783,0.000,0.423,0.000,0.000,0.002
Tesla V100-SXM2-32GB,1,0,circles_spatial3D,200,31944,22.000,2.000,2,3.000,610.684,0.000,0.427,0.000,0.000,0.002
