GPU,release_mode,seatbelts_on,model,steps,agent_count,env_width,comm_radius,mean_agent_density,mean_mean_message_count,mean_s_rtc,mean_s_simulation,mean_s_init,mean_s_exit,mean_s_step_mean,env_volume,comm_radius_as_percentage_env_width
NVIDIA H100 PCIe,1,1,circles_bruteforce_rtc,200,592704,84.000000,2.000000,1.000000,592704.000000,0.012667,168.990997,0.000000,0.000000,0.844934,592704.000000,2.380952
NVIDIA H100 PCIe,1,1,circles_bruteforce_rtc,200,704969,89.000000,2.000000,1.000000,704969.000000,0.013000,248.696787,0.000000,0.000000,1.243460,704969.000000,2.247191
NVIDIA H100 PCIe,1,1,circles_bruteforce_rtc,200,804357,93.000000,2.000000,1.000000,804357.000000,0.015000,318.872752,0.000000,0.000000,1.594339,804357.000000,2.150538
NVIDIA H100 PCIe,1,1,circles_bruteforce_rtc,200,912673,97.000000,2.000000,1.000000,912673.000000,0.015000,402.552521,0.000000,0.000000,2.012736,912673.000000,2.061856
NVIDIA H100 PCIe,1,1,circles_bruteforce_rtc,200,1000000,100.000000,2.000000,1.000000,1000000.000000,0.015667,481.789286,0.000000,0.000000,2.408918,1000000.000000,2.000000
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,10648,22.000000,2.000000,1.000000,181.066284,0.000000,0.069864,0.000000,0.000000,0.000333,10648.000000,9.090909
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,19683,27.000000,2.000000,1.000000,168.547846,0.000000,0.067969,0.000000,0.000000,0.000324,19683.000000,7.407407
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,29791,31.000000,2.000000,1.000000,173.234197,0.000000,0.070229,0.000000,0.000000,0.000335,29791.000000,6.451613
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,39304,34.000000,2.000000,1.000000,190.968145,0.000000,0.075411,0.000000,0.000000,0.000361,39304.000000,5.882353
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,50653,37.000000,2.000000,1.000000,178.532267,0.000000,0.075461,0.000000,0.000000,0.000361,50653.000000,5.405405
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,59319,39.000000,2.000000,1.000000,180.321121,0.000000,0.075439,0.000000,0.000000,0.000361,59319.000000,5.128205
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,68921,41.000000,2.000000,1.000000,181.674149,0.000000,0.081007,0.000000,0.000000,0.000389,68921.000000,4.878049
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,79507,43.000000,2.000000,1.000000,182.616582,0.000000,0.088752,0.000000,0.000000,0.000428,79507.000000,4.651163
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,91125,45.000000,2.000000,1.000000,184.291763,0.000000,0.088279,0.000000,0.000000,0.000425,91125.000000,4.444444
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,97336,46.000000,2.000000,1.000000,196.207519,0.000000,0.091799,0.000000,0.000000,0.000443,97336.000000,4.347826
