GPU,release_mode,seatbelts_on,model,steps,agent_count,env_width,comm_radius,repeat,agent_density,mean_message_count,s_rtc,s_simulation,s_init,s_exit,s_step_mean
NVIDIA TITAN V,1,0,circles_bruteforce,200,64000,40.000,2.000,0,1.000,64000.000,0.000,12.140,0.000,0.000,0.061
NVIDIA TITAN V,1,0,circles_bruteforce,200,64000,40.000,2.000,1,1.000,64000.000,0.000,12.140,0.000,0.000,0.061
NVIDIA TITAN V,1,0,circles_bruteforce,200,64000,40.000,2.000,2,1.000,64000.000,0.000,12.140,0.000,0.000,0.061
NVIDIA TITAN V,1,0,circles_bruteforce_rtc,200,64000,40.000,2.000,0,1.000,64000.000,0.007,6.535,0.000,0.000,0.033
NVIDIA TITAN V,1,0,circles_bruteforce_rtc,200,64000,40.000,2.000,1,1.000,64000.000,0.006,6.545,0.000,0.000,0.033
NVIDIA TITAN V,1,0,circles_bruteforce_rtc,200,64000,40.000,2.000,2,1.000,64000.000,0.007,6.536,0.000,0.000,0.033
NVIDIA TITAN V,1,0,circles_spatial3D,200,64000,40.000,2.000,0,1.000,209.924,0.000,0.237,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D,200,64000,40.000,2.000,1,1.000,210.036,0.000,0.240,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D,200,64000,40.000,2.000,2,1.000,207.801,0.000,0.230,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,64000,40.000,2.000,0,1.000,209.924,0.007,0.149,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,64000,40.000,2.000,1,1.000,210.035,0.006,0.154,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,64000,40.000,2.000,2,1.000,207.801,0.006,0.149,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_bruteforce,200,64000,40.000,4.000,0,1.000,64000.000,0.000,22.441,0.000,0.000,0.112
NVIDIA TITAN V,1,0,circles_bruteforce,200,64000,40.000,4.000,1,1.000,64000.000,0.000,22.625,0.000,0.000,0.113
NVIDIA TITAN V,1,0,circles_bruteforce,200,64000,40.000,4.000,2,1.000,64000.000,0.000,22.853,0.000,0.000,0.114
NVIDIA TITAN V,1,0,circles_bruteforce_rtc,200,64000,40.000,4.000,0,1.000,64000.000,0.007,14.046,0.000,0.000,0.070
NVIDIA TITAN V,1,0,circles_bruteforce_rtc,200,64000,40.000,4.000,1,1.000,64000.000,0.006,14.003,0.000,0.000,0.070
NVIDIA TITAN V,1,0,circles_bruteforce_rtc,200,64000,40.000,4.000,2,1.000,64000.000,0.007,14.247,0.000,0.000,0.071
NVIDIA TITAN V,1,0,circles_spatial3D,200,64000,40.000,4.000,0,1.000,1695.049,0.000,1.235,0.000,0.000,0.006
NVIDIA TITAN V,1,0,circles_spatial3D,200,64000,40.000,4.000,1,1.000,1694.177,0.000,1.241,0.000,0.000,0.006
NVIDIA TITAN V,1,0,circles_spatial3D,200,64000,40.000,4.000,2,1.000,1690.776,0.000,1.241,0.000,0.000,0.006
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,64000,40.000,4.000,0,1.000,1695.049,0.007,0.633,0.000,0.000,0.003
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,64000,40.000,4.000,1,1.000,1694.177,0.006,0.644,0.000,0.000,0.003
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,64000,40.000,4.000,2,1.000,1690.776,0.006,0.643,0.000,0.000,0.003
NVIDIA TITAN V,1,0,circles_bruteforce,200,64000,40.000,6.000,0,1.000,64000.000,0.000,29.322,0.000,0.000,0.147
NVIDIA TITAN V,1,0,circles_bruteforce,200,64000,40.000,6.000,1,1.000,64000.000,0.000,29.220,0.000,0.000,0.146
NVIDIA TITAN V,1,0,circles_bruteforce,200,64000,40.000,6.000,2,1.000,64000.000,0.000,29.223,0.000,0.000,0.146
NVIDIA TITAN V,1,0,circles_bruteforce_rtc,200,64000,40.000,6.000,0,1.000,64000.000,0.007,18.897,0.000,0.000,0.094
NVIDIA TITAN V,1,0,circles_bruteforce_rtc,200,64000,40.000,6.000,1,1.000,64000.000,0.006,18.892,0.000,0.000,0.094
NVIDIA TITAN V,1,0,circles_bruteforce_rtc,200,64000,40.000,6.000,2,1.000,64000.000,0.006,18.904,0.000,0.000,0.095
NVIDIA TITAN V,1,0,circles_spatial3D,200,64000,40.000,6.000,0,1.000,4279.760,0.000,2.867,0.000,0.000,0.014
NVIDIA TITAN V,1,0,circles_spatial3D,200,64000,40.000,6.000,1,1.000,4263.248,0.000,2.834,0.000,0.000,0.014
NVIDIA TITAN V,1,0,circles_spatial3D,200,64000,40.000,6.000,2,1.000,4259.864,0.000,2.813,0.000,0.000,0.014
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,64000,40.000,6.000,0,1.000,4279.760,0.007,1.394,0.000,0.000,0.007
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,64000,40.000,6.000,1,1.000,4263.248,0.007,1.384,0.000,0.000,0.007
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,64000,40.000,6.000,2,1.000,4259.865,0.006,1.380,0.000,0.000,0.007
NVIDIA TITAN V,1,0,circles_bruteforce,200,64000,40.000,8.000,0,1.000,64000.000,0.000,36.801,0.000,0.000,0.184
NVIDIA TITAN V,1,0,circles_bruteforce,200,64000,40.000,8.000,1,1.000,64000.000,0.000,36.813,0.000,0.000,0.184
NVIDIA TITAN V,1,0,circles_bruteforce,200,64000,40.000,8.000,2,1.000,64000.000,0.000,36.851,0.000,0.000,0.184
NVIDIA TITAN V,1,0,circles_bruteforce_rtc,200,64000,40.000,8.000,0,1.000,64000.000,0.007,19.123,0.000,0.000,0.096
NVIDIA TITAN V,1,0,circles_bruteforce_rtc,200,64000,40.000,8.000,1,1.000,64000.000,0.006,19.124,0.000,0.000,0.096
NVIDIA TITAN V,1,0,circles_bruteforce_rtc,200,64000,40.000,8.000,2,1.000,64000.000,0.006,19.132,0.000,0.000,0.096
NVIDIA TITAN V,1,0,circles_spatial3D,200,64000,40.000,8.000,0,1.000,9580.164,0.000,6.795,0.000,0.000,0.034
NVIDIA TITAN V,1,0,circles_spatial3D,200,64000,40.000,8.000,1,1.000,9537.490,0.000,6.774,0.000,0.000,0.034
NVIDIA TITAN V,1,0,circles_spatial3D,200,64000,40.000,8.000,2,1.000,9542.622,0.000,6.773,0.000,0.000,0.034
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,64000,40.000,8.000,0,1.000,9580.162,0.007,2.747,0.000,0.000,0.014
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,64000,40.000,8.000,1,1.000,9537.489,0.007,2.734,0.000,0.000,0.014
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,64000,40.000,8.000,2,1.000,9542.622,0.006,2.726,0.000,0.000,0.014
NVIDIA TITAN V,1,0,circles_bruteforce,200,64000,40.000,10.000,0,1.000,64000.000,0.000,33.050,0.000,0.000,0.165
NVIDIA TITAN V,1,0,circles_bruteforce,200,64000,40.000,10.000,1,1.000,64000.000,0.000,33.019,0.000,0.000,0.165
NVIDIA TITAN V,1,0,circles_bruteforce,200,64000,40.000,10.000,2,1.000,64000.000,0.000,33.013,0.000,0.000,0.165
NVIDIA TITAN V,1,0,circles_bruteforce_rtc,200,64000,40.000,10.000,0,1.000,64000.000,0.007,19.075,0.000,0.000,0.095
NVIDIA TITAN V,1,0,circles_bruteforce_rtc,200,64000,40.000,10.000,1,1.000,64000.000,0.006,19.076,0.000,0.000,0.095
NVIDIA TITAN V,1,0,circles_bruteforce_rtc,200,64000,40.000,10.000,2,1.000,64000.000,0.006,19.077,0.000,0.000,0.095
NVIDIA TITAN V,1,0,circles_spatial3D,200,64000,40.000,10.000,0,1.000,15964.153,0.000,11.771,0.000,0.000,0.059
NVIDIA TITAN V,1,0,circles_spatial3D,200,64000,40.000,10.000,1,1.000,15922.086,0.000,11.764,0.000,0.000,0.059
NVIDIA TITAN V,1,0,circles_spatial3D,200,64000,40.000,10.000,2,1.000,15932.923,0.000,11.780,0.000,0.000,0.059
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,64000,40.000,10.000,0,1.000,15964.153,0.007,4.814,0.000,0.000,0.024
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,64000,40.000,10.000,1,1.000,15922.088,0.006,4.837,0.000,0.000,0.024
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,64000,40.000,10.000,2,1.000,15932.923,0.006,4.819,0.000,0.000,0.024
NVIDIA TITAN V,1,0,circles_bruteforce,200,64000,40.000,12.000,0,1.000,64000.000,0.000,29.009,0.000,0.000,0.145
NVIDIA TITAN V,1,0,circles_bruteforce,200,64000,40.000,12.000,1,1.000,64000.000,0.000,28.967,0.000,0.000,0.145
NVIDIA TITAN V,1,0,circles_bruteforce,200,64000,40.000,12.000,2,1.000,64000.000,0.000,29.121,0.000,0.000,0.146
NVIDIA TITAN V,1,0,circles_bruteforce_rtc,200,64000,40.000,12.000,0,1.000,64000.000,0.007,19.033,0.000,0.000,0.095
NVIDIA TITAN V,1,0,circles_bruteforce_rtc,200,64000,40.000,12.000,1,1.000,64000.000,0.006,19.027,0.000,0.000,0.095
NVIDIA TITAN V,1,0,circles_bruteforce_rtc,200,64000,40.000,12.000,2,1.000,64000.000,0.007,19.028,0.000,0.000,0.095
NVIDIA TITAN V,1,0,circles_spatial3D,200,64000,40.000,12.000,0,1.000,15690.340,0.000,11.691,0.000,0.000,0.058
NVIDIA TITAN V,1,0,circles_spatial3D,200,64000,40.000,12.000,1,1.000,15647.932,0.000,11.598,0.000,0.000,0.058
NVIDIA TITAN V,1,0,circles_spatial3D,200,64000,40.000,12.000,2,1.000,15658.113,0.000,11.548,0.000,0.000,0.058
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,64000,40.000,12.000,0,1.000,15690.340,0.007,4.760,0.000,0.000,0.024
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,64000,40.000,12.000,1,1.000,15647.932,0.006,4.783,0.000,0.000,0.024
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,64000,40.000,12.000,2,1.000,15658.113,0.006,4.768,0.000,0.000,0.024
NVIDIA TITAN V,1,0,circles_bruteforce,200,64000,40.000,14.000,0,1.000,64000.000,0.000,27.615,0.000,0.000,0.138
NVIDIA TITAN V,1,0,circles_bruteforce,200,64000,40.000,14.000,1,1.000,64000.000,0.000,27.610,0.000,0.000,0.138
NVIDIA TITAN V,1,0,circles_bruteforce,200,64000,40.000,14.000,2,1.000,64000.000,0.000,28.065,0.000,0.000,0.140
NVIDIA TITAN V,1,0,circles_bruteforce_rtc,200,64000,40.000,14.000,0,1.000,64000.000,0.007,19.015,0.000,0.000,0.095
NVIDIA TITAN V,1,0,circles_bruteforce_rtc,200,64000,40.000,14.000,1,1.000,64000.000,0.006,19.010,0.000,0.000,0.095
NVIDIA TITAN V,1,0,circles_bruteforce_rtc,200,64000,40.000,14.000,2,1.000,64000.000,0.007,19.015,0.000,0.000,0.095
NVIDIA TITAN V,1,0,circles_spatial3D,200,64000,40.000,14.000,0,1.000,30111.109,0.000,26.330,0.000,0.000,0.132
NVIDIA TITAN V,1,0,circles_spatial3D,200,64000,40.000,14.000,1,1.000,30222.391,0.000,26.426,0.000,0.000,0.132
NVIDIA TITAN V,1,0,circles_spatial3D,200,64000,40.000,14.000,2,1.000,30193.020,0.000,26.367,0.000,0.000,0.132
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,64000,40.000,14.000,0,1.000,30111.109,0.007,10.050,0.000,0.000,0.050
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,64000,40.000,14.000,1,1.000,30222.391,0.007,10.116,0.000,0.000,0.051
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,64000,40.000,14.000,2,1.000,30193.020,0.006,10.064,0.000,0.000,0.050
NVIDIA TITAN V,1,0,circles_bruteforce,200,64000,40.000,16.000,0,1.000,64000.000,0.000,27.605,0.000,0.000,0.138
NVIDIA TITAN V,1,0,circles_bruteforce,200,64000,40.000,16.000,1,1.000,64000.000,0.000,27.599,0.000,0.000,0.138
NVIDIA TITAN V,1,0,circles_bruteforce,200,64000,40.000,16.000,2,1.000,64000.000,0.000,27.896,0.000,0.000,0.139
NVIDIA TITAN V,1,0,circles_bruteforce_rtc,200,64000,40.000,16.000,0,1.000,64000.000,0.007,19.019,0.000,0.000,0.095
NVIDIA TITAN V,1,0,circles_bruteforce_rtc,200,64000,40.000,16.000,1,1.000,64000.000,0.007,19.018,0.000,0.000,0.095
NVIDIA TITAN V,1,0,circles_bruteforce_rtc,200,64000,40.000,16.000,2,1.000,64000.000,0.006,19.014,0.000,0.000,0.095
NVIDIA TITAN V,1,0,circles_spatial3D,200,64000,40.000,16.000,0,1.000,30112.658,0.000,26.452,0.000,0.000,0.132
NVIDIA TITAN V,1,0,circles_spatial3D,200,64000,40.000,16.000,1,1.000,30227.238,0.000,26.382,0.000,0.000,0.132
NVIDIA TITAN V,1,0,circles_spatial3D,200,64000,40.000,16.000,2,1.000,30192.145,0.000,26.297,0.000,0.000,0.131
