GPU,release_mode,seatbelts_on,model,steps,agent_count,env_width,comm_radius,repeat,agent_density,mean_message_count,s_rtc,s_simulation,s_init,s_exit,s_step_mean
NVIDIA TITAN V,1,0,circles_spatial3D,200,10648,22.000,2.000,0,1.000,210.432,0.000,0.195,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D,200,10648,22.000,2.000,1,1.000,204.579,0.000,0.190,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D,200,10648,22.000,2.000,2,1.000,210.178,0.000,0.195,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,10648,22.000,2.000,0,1.000,210.432,0.007,0.104,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,10648,22.000,2.000,1,1.000,204.579,0.006,0.100,0.000,0.000,0.000
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,10648,22.000,2.000,2,1.000,210.178,0.006,0.103,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D,200,21296,22.000,2.000,0,2.000,414.338,0.000,0.331,0.000,0.000,0.002
NVIDIA TITAN V,1,0,circles_spatial3D,200,21296,22.000,2.000,1,2.000,414.247,0.000,0.335,0.000,0.000,0.002
NVIDIA TITAN V,1,0,circles_spatial3D,200,21296,22.000,2.000,2,2.000,409.749,0.000,0.337,0.000,0.000,0.002
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,21296,22.000,2.000,0,2.000,414.338,0.006,0.157,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,21296,22.000,2.000,1,2.000,414.247,0.006,0.158,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,21296,22.000,2.000,2,2.000,409.749,0.006,0.158,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D,200,31944,22.000,2.000,0,3.000,615.287,0.000,0.477,0.000,0.000,0.002
NVIDIA TITAN V,1,0,circles_spatial3D,200,31944,22.000,2.000,1,3.000,617.783,0.000,0.463,0.000,0.000,0.002
NVIDIA TITAN V,1,0,circles_spatial3D,200,31944,22.000,2.000,2,3.000,610.684,0.000,0.469,0.000,0.000,0.002
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,31944,22.000,2.000,0,3.000,615.287,0.006,0.216,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,31944,22.000,2.000,1,3.000,617.783,0.006,0.212,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,31944,22.000,2.000,2,3.000,610.684,0.006,0.216,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D,200,42592,22.000,2.000,0,4.000,817.361,0.000,0.615,0.000,0.000,0.003
NVIDIA TITAN V,1,0,circles_spatial3D,200,42592,22.000,2.000,1,4.000,827.121,0.000,0.609,0.000,0.000,0.003
NVIDIA TITAN V,1,0,circles_spatial3D,200,42592,22.000,2.000,2,4.000,814.049,0.000,0.616,0.000,0.000,0.003
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,42592,22.000,2.000,0,4.000,817.361,0.006,0.274,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,42592,22.000,2.000,1,4.000,827.121,0.006,0.270,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,42592,22.000,2.000,2,4.000,814.049,0.006,0.277,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D,200,19683,27.000,2.000,0,1.000,188.485,0.000,0.194,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D,200,19683,27.000,2.000,1,1.000,191.363,0.000,0.191,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D,200,19683,27.000,2.000,2,1.000,187.777,0.000,0.191,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,19683,27.000,2.000,0,1.000,188.485,0.006,0.103,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,19683,27.000,2.000,1,1.000,191.363,0.006,0.103,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,19683,27.000,2.000,2,1.000,187.777,0.006,0.102,0.000,0.000,0.000
NVIDIA TITAN V,1,0,circles_spatial3D,200,39366,27.000,2.000,0,2.000,373.103,0.000,0.319,0.000,0.000,0.002
NVIDIA TITAN V,1,0,circles_spatial3D,200,39366,27.000,2.000,1,2.000,379.059,0.000,0.323,0.000,0.000,0.002
NVIDIA TITAN V,1,0,circles_spatial3D,200,39366,27.000,2.000,2,2.000,373.572,0.000,0.335,0.000,0.000,0.002
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,39366,27.000,2.000,0,2.000,373.103,0.006,0.154,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,39366,27.000,2.000,1,2.000,379.059,0.006,0.158,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,39366,27.000,2.000,2,2.000,373.572,0.006,0.160,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D,200,59049,27.000,2.000,0,3.000,553.194,0.000,0.469,0.000,0.000,0.002
NVIDIA TITAN V,1,0,circles_spatial3D,200,59049,27.000,2.000,1,3.000,563.149,0.000,0.471,0.000,0.000,0.002
NVIDIA TITAN V,1,0,circles_spatial3D,200,59049,27.000,2.000,2,3.000,556.251,0.000,0.488,0.000,0.000,0.002
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,59049,27.000,2.000,0,3.000,553.194,0.006,0.244,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,59049,27.000,2.000,1,3.000,563.149,0.006,0.256,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D_rtc,200,59049,27.000,2.000,2,3.000,556.251,0.006,0.255,0.000,0.000,0.001
NVIDIA TITAN V,1,0,circles_spatial3D,200,78732,27.000,2.000,0,4.000,733.996,0.000,0.785,0.000,0.000,0.004
NVIDIA TITAN V,1,0,circles_spatial3D,200,78732,27.000,2.000,1,4.000,748.600,0.000,0.830,0.000,0.000,0.004
NVIDIA TITAN V,1,0,circles_spatial3D,200,78732,27.000,2.000,2,4.000,743.532,0.000,0.817,0.000,0.000,0.004
